Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
111,Leandro Castán,br,DF,Cagliari,30,1986,12.7,656,66,357,318,23,8,631,5,10,50.0,6,1,388,2127,1064,392,387,98.7,2,2,/en/players/019f4d0d/matchlogs/2017-2018/possession/Leandro-Castan-Match-Logs
112,Lucas Castro,ar,MF,Chievo,28,1989,22.1,1364,51,250,788,432,72,1357,51,72,70.8,51,0,1017,5653,3330,1048,911,86.9,37,41,/en/players/56b2957b/matchlogs/2017-2018/possession/Lucas-Castro-Match-Logs
113,Danilo Cataldi,it,MF,Benevento,22,1994,25.4,1575,50,367,919,410,27,1501,26,43,60.5,31,4,1123,6739,2886,1194,1087,91.0,31,17,/en/players/ba3d3bea/matchlogs/2017-2018/possession/Danilo-Cataldi-Match-Logs
114,Federico Ceccherini,it,DF,Crotone,25,1992,35.9,1724,298,938,818,79,31,1675,13,16,81.3,13,0,911,5716,3173,841,808,96.1,13,8,/en/players/d9624b51/matchlogs/2017-2018/possession/Federico-Ceccherini-Match-Logs
115,Ricardo Centurión,ar,"MF,FW",Genoa,24,1993,0.6,29,1,4,14,14,1,29,1,4,25.0,1,0,27,193,134,28,20,71.4,1,4,/en/players/fac896b0/matchlogs/2017-2018/possession/Ricardo-Centurion-Match-Logs
116,Luca Ceppitelli,it,DF,Cagliari,27,1989,24.7,1464,226,850,667,35,18,1427,8,9,88.9,8,0,819,4923,2859,776,767,98.8,8,6,/en/players/7d50454d/matchlogs/2017-2018/possession/Luca-Ceppitelli-Match-Logs
117,Fabio Ceravolo,it,FW,Benevento,30,1987,0.6,22,0,1,12,10,4,21,0,2,0.0,0,0,17,74,16,31,16,51.6,2,2,/en/players/4cc93246/matchlogs/2017-2018/possession/Fabio-Ceravolo-Match-Logs
118,Alessio Cerci,it,"FW,MF",Hellas Verona,30,1987,18.2,694,9,77,301,392,70,633,27,56,48.2,31,2,525,4527,2996,775,506,65.3,31,45,/en/players/5370cba7/matchlogs/2017-2018/possession/Alessio-Cerci-Match-Logs
119,Boštjan Cesar,si,DF,Chievo,35,1982,6.1,299,41,169,144,7,2,291,0,0,,0,0,153,875,523,166,165,99.4,0,1,/en/players/c1d18f10/matchlogs/2017-2018/possession/Bostjan-Cesar-Match-Logs
120,Damir Ceter,co,"FW,MF",Cagliari,19,1997,2.2,89,0,7,54,35,10,89,5,6,83.3,6,0,56,448,235,115,71,61.7,9,10,/en/players/eade5337/matchlogs/2017-2018/possession/Damir-Ceter-Match-Logs
121,Raman Chibsah,gh,MF,Benevento,24,1993,11.6,543,28,143,332,100,12,533,18,27,66.7,19,1,413,2397,1094,425,377,88.7,13,19,/en/players/aa5a409a/matchlogs/2017-2018/possession/Raman-Chibsah-Match-Logs
122,Giorgio Chiellini,it,DF,Juventus,32,1984,24.0,2014,251,979,1056,115,15,1976,2,3,66.7,2,0,1356,7515,4563,1430,1417,99.1,6,5,/en/players/e85fb9b8/matchlogs/2017-2018/possession/Giorgio-Chiellini-Match-Logs
123,Federico Chiesa,it,"FW,MF",Fiorentina,19,1997,33.5,1573,17,214,653,878,183,1514,79,143,55.2,88,4,1271,10666,7010,1381,1092,79.1,77,97,/en/players/b0f7e36c/matchlogs/2017-2018/possession/Federico-Chiesa-Match-Logs
124,Vlad Chiricheș,ro,DF,Napoli,27,1989,6.5,630,40,210,454,16,3,617,1,2,50.0,1,0,470,2796,1812,469,467,99.6,1,3,/en/players/c316607a/matchlogs/2017-2018/possession/Vlad-Chiriches-Match-Logs
125,Amato Ciciretti,it,"MF,FW",Benevento,23,1993,9.0,464,7,66,193,245,32,430,15,21,71.4,17,0,347,2543,1448,407,322,79.1,22,14,/en/players/1ab0b878/matchlogs/2017-2018/possession/Amato-Ciciretti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Luca Cigarini,it,MF,Cagliari,31,1986,22.5,1823,53,427,1118,360,10,1601,15,18,83.3,15,1,1082,4180,2323,1128,1083,96.0,14,23,/en/players/ae64d449/matchlogs/2017-2018/possession/Luca-Cigarini-Match-Logs
127,Thiago Cionek,pl,DF,SPAL,31,1986,15.0,934,102,463,477,82,7,894,11,13,84.6,12,0,587,4305,2649,554,538,97.1,2,10,/en/players/46f5c54d/matchlogs/2017-2018/possession/Thiago-Cionek-Match-Logs
128,Karamoko Cissé,gn,"FW,DF",Benevento,28,1988,0.2,8,0,1,1,6,4,8,0,0,,0,0,6,44,27,10,7,70.0,0,0,/en/players/b39569c0/matchlogs/2017-2018/possession/Karamoko-Cisse-Match-Logs
129,Massimo Coda,it,FW,Benevento,28,1988,15.7,545,16,47,252,286,68,507,22,39,56.4,24,2,373,2495,1407,694,405,58.4,56,25,/en/players/4c7940d6/matchlogs/2017-2018/possession/Massimo-Coda-Match-Logs
130,Isaac Cofie,gh,MF,Genoa,25,1991,6.6,371,8,94,247,43,4,363,6,6,100.0,6,0,233,869,403,211,206,97.6,1,6,/en/players/c6dda86e/matchlogs/2017-2018/possession/Isaac-Cofie-Match-Logs
131,Andrea Consigli,it,GK,Sassuolo,30,1987,36.8,1186,1031,1180,12,0,0,794,0,0,,0,0,482,2566,1440,373,373,100.0,0,0,/en/players/8cabdc1e/matchlogs/2017-2018/possession/Andrea-Consigli-Match-Logs
132,Andrea Conti,it,DF,Milan,23,1994,1.7,116,6,23,57,40,3,102,1,1,100.0,1,0,75,346,214,81,70,86.4,0,0,/en/players/8fef5412/matchlogs/2017-2018/possession/Andrea-Conti-Match-Logs
133,Duje Čop,hr,FW,Cagliari,27,1990,1.1,33,0,2,19,15,4,32,0,0,,0,0,25,76,47,51,27,52.9,5,1,/en/players/8b0b02c9/matchlogs/2017-2018/possession/Duje-Cop-Match-Logs
134,Alex Cordaz,it,GK,Crotone,34,1983,38.0,1259,1022,1241,24,0,0,766,0,0,,0,0,461,3158,2055,323,322,99.7,0,0,/en/players/e66ebabb/matchlogs/2017-2018/possession/Alex-Cordaz-Match-Logs
135,Andreas Cornelius,dk,FW,Atalanta,24,1993,10.4,468,8,31,204,254,103,450,16,26,61.5,17,0,308,1792,651,648,373,57.6,42,32,/en/players/c693347d/matchlogs/2017-2018/possession/Andreas-Cornelius-Match-Logs
136,Andrea Cossu,it,"MF,FW",Cagliari,37,1980,2.7,145,1,15,67,72,6,124,8,11,72.7,8,0,107,647,225,100,91,91.0,4,1,/en/players/70fd593e/matchlogs/2017-2018/possession/Andrea-Cossu-Match-Logs
137,Angelo da Costa Júnior,br,GK,Bologna,33,1983,4.0,176,148,173,3,0,0,128,0,0,,0,0,92,354,243,74,73,98.6,0,0,/en/players/18736214/matchlogs/2017-2018/possession/Angelo-da-Costa-Junior-Match-Logs
138,Andrea Costa,it,DF,Benevento,31,1986,15.3,879,117,510,413,28,10,838,0,0,,0,0,518,3367,2164,532,522,98.1,2,1,/en/players/f5e9a8bd/matchlogs/2017-2018/possession/Andrea-Costa-Match-Logs
139,Douglas Costa,br,"FW,MF",Juventus,26,1990,19.9,1263,15,124,586,682,95,1231,83,117,70.9,90,4,1119,9027,5289,1192,1037,87.0,46,37,/en/players/4fa7cb9b/matchlogs/2017-2018/possession/Douglas-Costa-Match-Logs
140,Filippo Costa,it,"DF,MF",SPAL,22,1995,16.4,932,48,266,402,320,14,731,25,32,78.1,26,0,546,3117,1780,557,511,91.7,15,23,/en/players/00528660/matchlogs/2017-2018/possession/Filippo-Costa-Match-Logs
141,Alessio Cragno,it,GK,Cagliari,23,1994,28.2,855,780,853,3,0,0,544,0,0,,0,0,336,1637,1018,235,234,99.6,0,1,/en/players/f554e29b/matchlogs/2017-2018/possession/Alessio-Cragno-Match-Logs
142,Michele Cremonesi,it,DF,SPAL,29,1988,4.3,198,23,93,117,8,3,191,0,0,,0,0,103,732,447,108,106,98.1,2,2,/en/players/53636fce/matchlogs/2017-2018/possession/Michele-Cremonesi-Match-Logs
143,Lorenzo Crisetig,it,MF,Bologna,24,1993,6.2,420,14,94,284,60,5,413,5,6,83.3,5,0,276,1098,547,290,280,96.6,5,3,/en/players/f54dfca8/matchlogs/2017-2018/possession/Lorenzo-Crisetig-Match-Logs
144,Bryan Cristante,it,"MF,FW",Atalanta,22,1995,31.4,2017,49,276,1086,764,146,1992,61,78,78.2,62,2,1510,8003,3581,1738,1483,85.3,66,72,/en/players/16657b95/matchlogs/2017-2018/possession/Bryan-Cristante-Match-Logs
145,Sebastián Cristóforo,uy,MF,Fiorentina,23,1993,3.0,250,14,71,148,42,2,243,2,4,50.0,2,0,169,683,301,164,154,93.9,5,6,/en/players/3c05c659/matchlogs/2017-2018/possession/Sebastian-Cristoforo-Match-Logs
146,Giovanni Crociata,it,"FW,MF",Crotone,19,1997,3.2,146,3,18,72,67,9,138,5,9,55.6,5,1,102,650,364,129,95,73.6,10,3,/en/players/8c964914/matchlogs/2017-2018/possession/Giovanni-Crociata-Match-Logs
147,Luca Crosta,it,GK,Cagliari,19,1998,1.0,26,23,26,0,0,0,14,0,0,,0,0,5,24,9,7,7,100.0,0,0,/en/players/a4ec7d09/matchlogs/2017-2018/possession/Luca-Crosta-Match-Logs
148,Juan Cuadrado,co,"FW,MF",Juventus,29,1988,15.0,1041,14,154,547,418,50,1024,39,55,70.9,40,2,876,4874,3160,954,826,86.6,33,23,/en/players/0ab1f153/matchlogs/2017-2018/possession/Juan-Cuadrado-Match-Logs
149,Patrick Cutrone,it,FW,Milan,19,1998,16.7,500,10,33,227,266,99,477,9,13,69.2,9,0,342,1835,804,666,370,55.6,50,32,/en/players/a4fe8cda/matchlogs/2017-2018/possession/Patrick-Cutrone-Match-Logs
150,Marco D'Alessandro,it,"MF,FW",Benevento,26,1991,11.6,447,10,96,204,210,43,442,42,68,61.8,44,0,390,3935,2810,395,300,75.9,19,21,/en/players/060606ec/matchlogs/2017-2018/possession/Marco-DAlessandro-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Danilo D'Ambrosio,it,DF,Inter,28,1988,33.1,2397,110,742,1195,580,51,2111,25,50,50.0,31,1,1546,6678,3653,1592,1512,95.0,22,19,/en/players/44eb9093/matchlogs/2017-2018/possession/Danilo-DAmbrosio-Match-Logs
152,Bryan Dabo,bf,MF,Fiorentina,25,1992,6.6,404,28,114,237,84,9,393,10,12,83.3,10,0,271,1617,773,270,241,89.3,8,5,/en/players/c53083ad/matchlogs/2017-2018/possession/Bryan-Dabo-Match-Logs
153,Dario Dainelli,it,DF,Chievo,38,1979,16.7,823,159,517,347,16,8,792,4,6,66.7,4,0,430,3111,1890,405,400,98.8,0,6,/en/players/3858e611/matchlogs/2017-2018/possession/Dario-Dainelli-Match-Logs
154,Felipe dal Belo,br,DF,SPAL,33,1984,28.6,1605,176,763,853,91,27,1514,15,16,93.8,15,2,966,5123,3063,956,933,97.6,6,2,/en/players/8cea6319/matchlogs/2017-2018/possession/Felipe-dal-Belo-Match-Logs
155,Andrea Danzi,it,MF,Hellas Verona,18,1999,4.4,216,12,64,145,22,0,210,2,2,100.0,2,0,153,732,374,164,156,95.1,3,3,/en/players/263b855a/matchlogs/2017-2018/possession/Andrea-Danzi-Match-Logs
156,Sebastien De Maio,fr,DF,Bologna,30,1987,22.8,1403,177,712,716,52,9,1322,7,10,70.0,7,0,815,4563,2290,834,812,97.4,6,9,/en/players/952a03fe/matchlogs/2017-2018/possession/Sebastien-De-Maio-Match-Logs
157,Rodrigo De Paul,ar,"MF,FW",Udinese,23,1994,25.8,1477,16,151,773,716,60,1340,68,122,55.7,73,3,1142,8796,5010,1294,1064,82.2,47,73,/en/players/162efffd/matchlogs/2017-2018/possession/Rodrigo-De-Paul-Match-Logs
158,Daniele De Rossi,it,MF,Roma,34,1983,20.3,1448,86,409,926,188,8,1391,4,5,80.0,4,0,948,4217,2351,1017,975,95.9,3,2,/en/players/532d2690/matchlogs/2017-2018/possession/Daniele-De-Rossi-Match-Logs
159,Mattia De Sciglio,it,DF,Juventus,24,1992,10.8,887,28,228,521,190,12,798,9,11,81.8,9,1,612,2756,1476,626,607,97.0,4,6,/en/players/ae4e2852/matchlogs/2017-2018/possession/Mattia-De-Sciglio-Match-Logs
160,Lorenzo De Silvestri,it,"DF,MF",Torino,29,1988,32.8,2107,149,710,1022,505,50,1753,15,31,48.4,16,0,1081,6868,3841,1269,1169,92.1,26,22,/en/players/e74f0e59/matchlogs/2017-2018/possession/Lorenzo-De-Silvestri-Match-Logs
161,Grégoire Defrel,mq,"FW,MF",Roma,26,1991,5.4,212,7,23,85,119,27,207,9,16,56.3,9,0,164,1112,536,227,151,66.5,6,15,/en/players/854ee61a/matchlogs/2017-2018/possession/Gregoire-Defrel-Match-Logs
162,Alessandro Deiola,it,MF,Cagliari,21,1995,5.0,214,15,49,96,74,7,209,4,7,57.1,5,0,134,538,228,160,122,76.3,8,8,/en/players/7f267d66/matchlogs/2017-2018/possession/Alessandro-Deiola-Match-Logs
163,Lorenzo Del Pinto,it,MF,Benevento,27,1990,8.4,492,26,128,286,99,12,489,5,8,62.5,5,0,339,1398,595,337,312,92.6,9,12,/en/players/081b6080/matchlogs/2017-2018/possession/Lorenzo-Del-Pinto-Match-Logs
164,Cristian Dell'Orco,it,DF,Sassuolo,23,1994,4.7,222,25,114,105,19,0,195,4,4,100.0,4,0,111,757,479,106,102,96.2,0,1,/en/players/b0243215/matchlogs/2017-2018/possession/Cristian-DellOrco-Match-Logs
165,Fabio Depaoli,it,"MF,DF",Chievo,20,1997,13.2,571,52,205,245,147,18,507,7,11,63.6,8,1,281,1522,837,326,262,80.4,10,12,/en/players/d97f2e8d/matchlogs/2017-2018/possession/Fabio-Depaoli-Match-Logs
166,Gregory van der Wiel,nl,DF,Cagliari,29,1988,3.2,198,15,80,95,34,3,176,4,6,66.7,4,0,119,575,308,116,112,96.6,1,1,/en/players/2fb3ad46/matchlogs/2017-2018/possession/Gregory-van-der-Wiel-Match-Logs
167,Daniele Dessena,it,"MF,DF",Cagliari,30,1987,6.4,305,16,87,175,59,5,288,3,6,50.0,4,0,175,815,386,220,183,83.2,4,2,/en/players/02b2937c/matchlogs/2017-2018/possession/Daniele-Dessena-Match-Logs
168,Mattia Destro,it,FW,Bologna,26,1991,18.0,543,23,67,250,256,71,528,15,34,44.1,19,1,333,1810,893,765,400,52.3,65,31,/en/players/d7d32194/matchlogs/2017-2018/possession/Mattia-Destro-Match-Logs
169,Gianluca Di Chiara,it,DF,Benevento,23,1993,11.2,739,57,278,361,147,9,649,4,8,50.0,5,1,463,2553,1675,489,472,96.5,8,6,/en/players/68852c0a/matchlogs/2017-2018/possession/Gianluca-Di-Chiara-Match-Logs
170,Federico Di Francesco,it,"FW,DF",Bologna,23,1994,17.7,702,31,160,300,298,49,684,22,32,68.8,25,0,533,3290,1915,679,488,71.9,38,37,/en/players/1fca9171/matchlogs/2017-2018/possession/Federico-Di-Francesco-Match-Logs
171,Davide Di Gennaro,it,MF,Lazio,29,1988,0.1,3,0,1,2,0,0,3,0,0,,0,0,2,14,3,2,2,100.0,0,0,/en/players/951a4ee4/matchlogs/2017-2018/possession/Davide-Di-Gennaro-Match-Logs
172,Cheick Diabaté,ml,"FW,MF",Benevento,29,1988,7.4,178,6,11,102,73,28,168,2,10,20.0,3,0,101,615,253,273,132,48.4,10,10,/en/players/95cfe655/matchlogs/2017-2018/possession/Cheick-Diabate-Match-Logs
173,Moussa Diaby,fr,MF,Crotone,18,1999,0.8,28,0,4,10,17,3,26,2,3,66.7,2,0,25,244,147,31,19,61.3,2,2,/en/players/aeed5c06/matchlogs/2017-2018/possession/Moussa-Diaby-Match-Logs
174,Amadou Diawara,gn,MF,Napoli,20,1997,7.3,797,12,126,598,101,1,778,3,4,75.0,3,0,591,1746,784,643,628,97.7,7,5,/en/players/bf309d24/matchlogs/2017-2018/possession/Amadou-Diawara-Match-Logs
175,Berat Djimsiti,al,DF,Benevento,24,1993,30.0,1946,330,1228,822,51,21,1876,8,10,80.0,8,0,1254,9486,5317,1276,1261,98.8,5,5,/en/players/6eee05f1/matchlogs/2017-2018/possession/Berat-Djimsiti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Gianluigi Donnarumma,it,GK,Milan,18,1999,38.0,1223,1021,1220,3,0,0,956,1,1,100.0,1,0,650,2742,1493,596,595,99.8,0,0,/en/players/08f5afaa/matchlogs/2017-2018/possession/Gianluigi-Donnarumma-Match-Logs
177,Godfred Donsah,gh,MF,Bologna,21,1996,19.9,889,54,209,493,251,31,880,35,53,66.0,38,1,617,3820,2464,656,547,83.4,44,23,/en/players/384dd218/matchlogs/2017-2018/possession/Godfred-Donsah-Match-Logs
178,Bartłomiej Drągowski,pl,GK,Fiorentina,19,1997,2.4,51,48,51,0,0,0,37,0,0,,0,0,24,159,128,16,16,100.0,0,0,/en/players/085e71a7/matchlogs/2017-2018/possession/Bartlomiej-Dragowski-Match-Logs
179,Boukary Dramé,sn,"DF,MF",SPAL,32,1985,1.1,65,4,32,24,12,0,55,0,1,0.0,1,0,32,166,96,40,34,85.0,0,0,/en/players/a5cd894b/matchlogs/2017-2018/possession/Boukary-Drame-Match-Logs
180,Alfred Duncan,gh,MF,Sassuolo,24,1993,21.6,1083,47,226,511,415,53,1057,38,59,64.4,43,2,781,4268,2539,846,703,83.1,42,48,/en/players/528492ea/matchlogs/2017-2018/possession/Alfred-Duncan-Match-Logs
181,Noë Dussenne,be,DF,Crotone,25,1992,0.9,23,1,17,6,2,1,21,0,0,,0,0,9,71,14,6,5,83.3,0,0,/en/players/8b9b8e43/matchlogs/2017-2018/possession/Noe-Dussenne-Match-Logs
182,Paulo Dybala,ar,"MF,FW",Juventus,23,1993,26.1,1749,7,168,848,845,110,1613,69,120,57.5,80,6,1402,7965,3834,1616,1375,85.1,78,65,/en/players/e0921a4f/matchlogs/2017-2018/possession/Paulo-Dybala-Match-Logs
183,Edin Džeko,ba,FW,Roma,31,1986,33.5,1240,37,55,521,733,248,1195,48,69,69.6,50,2,853,5351,2256,1598,961,60.1,89,67,/en/players/3bb7f478/matchlogs/2017-2018/possession/Edin-Dzeko-Match-Logs
184,Blerim Džemaili,ch,MF,Bologna,31,1986,13.3,636,21,125,355,203,27,613,9,17,52.9,12,0,458,2469,1479,536,448,83.6,24,21,/en/players/756959aa/matchlogs/2017-2018/possession/Blerim-Dzemaili-Match-Logs
185,Éder,it,"FW,MF",Inter,30,1986,8.9,370,2,32,138,220,50,360,5,15,33.3,7,0,265,1489,785,415,268,64.6,20,16,/en/players/5a325298/matchlogs/2017-2018/possession/Eder-Match-Logs
186,Simone Edera,it,FW,Torino,20,1997,3.6,175,2,30,79,82,16,169,7,16,43.8,7,0,131,946,581,171,125,73.1,10,14,/en/players/8697c095/matchlogs/2017-2018/possession/Simone-Edera-Match-Logs
187,Valentin Eysseric,fr,"FW,MF",Fiorentina,25,1992,7.8,508,7,65,245,229,30,480,13,22,59.1,15,0,377,2115,1060,420,349,83.1,12,14,/en/players/ae82fa48/matchlogs/2017-2018/possession/Valentin-Eysseric-Match-Logs
188,Diego Falcinelli,it,"FW,MF",Fiorentina,26,1991,4.9,187,3,10,73,116,28,185,5,10,50.0,5,0,143,680,344,278,149,53.6,17,11,/en/players/a39b9ef6/matchlogs/2017-2018/possession/Diego-Falcinelli-Match-Logs
189,Diego Falcinelli,it,FW,Sassuolo,26,1991,14.6,446,11,43,185,235,68,418,11,18,61.1,13,0,291,1657,832,645,329,51.0,33,40,/en/players/a39b9ef6/matchlogs/2017-2018/possession/Diego-Falcinelli-Match-Logs
190,Cesar Falletti,uy,"FW,MF",Bologna,24,1992,3.6,244,1,36,116,110,18,236,10,14,71.4,11,0,197,1373,620,203,167,82.3,15,14,/en/players/00823e9a/matchlogs/2017-2018/possession/Cesar-Falletti-Match-Logs
191,Iago Falque,es,FW,Torino,27,1990,31.3,1703,16,188,796,846,134,1603,48,87,55.2,51,3,1316,9014,4200,1615,1260,78.0,45,64,/en/players/440c84ed/matchlogs/2017-2018/possession/Iago-Falque-Match-Logs
192,Paolo Faragò,it,"DF,MF",Cagliari,24,1993,27.3,1695,76,423,743,619,62,1396,18,28,64.3,19,0,829,5144,3014,977,824,84.3,38,30,/en/players/9085dd7c/matchlogs/2017-2018/possession/Paolo-Farago-Match-Logs
193,Davide Faraoni,it,DF,Crotone,25,1991,19.5,1198,117,443,550,255,19,999,14,25,56.0,14,1,633,3544,1763,555,511,92.1,16,15,/en/players/aae9d04a/matchlogs/2017-2018/possession/Davide-Faraoni-Match-Logs
194,Mohamed Fares,dz,"DF,MF",Hellas Verona,21,1996,28.9,1632,120,565,768,422,51,1466,43,67,64.2,46,3,947,6536,4092,1135,920,81.1,60,46,/en/players/b7a5bc86/matchlogs/2017-2018/possession/Mohamed-Fares-Match-Logs
195,Diego Farias,br,"FW,MF",Cagliari,27,1990,17.9,840,5,85,354,472,102,801,34,72,47.2,39,3,643,4216,2601,856,599,70.0,51,49,/en/players/157d29b6/matchlogs/2017-2018/possession/Diego-Farias-Match-Logs
196,Federico Fazio,ar,DF,Roma,30,1987,32.5,2315,248,976,1393,123,28,2266,15,24,62.5,17,1,1489,8785,5220,1458,1435,98.4,11,10,/en/players/4e358a2d/matchlogs/2017-2018/possession/Federico-Fazio-Match-Logs
197,Luiz Felipe,br,DF,Lazio,20,1997,13.0,825,79,421,428,52,5,805,3,4,75.0,3,0,529,4251,2618,521,511,98.1,4,3,/en/players/15d0c248/matchlogs/2017-2018/possession/Luiz-Felipe-Match-Logs
198,Alex Ferrari,it,DF,Hellas Verona,23,1994,23.7,1351,149,651,572,214,12,1175,21,33,63.6,25,1,729,4333,2445,705,650,92.2,26,18,/en/players/d0dbca9f/matchlogs/2017-2018/possession/Alex-Ferrari-Match-Logs
199,Gian Filippo Felicioli,it,"FW,DF",Hellas Verona,19,1997,3.1,119,6,39,49,36,2,107,6,8,75.0,6,1,80,446,186,70,61,87.1,4,4,/en/players/ff219f73/matchlogs/2017-2018/possession/Gian-Filippo-Felicioli-Match-Logs
200,Sergio Floccari,it,"FW,MF",SPAL,35,1981,9.8,399,6,42,199,185,40,388,16,24,66.7,17,2,301,1740,637,455,302,66.4,28,31,/en/players/df301450/matchlogs/2017-2018/possession/Sergio-Floccari-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Alessandro Florenzi,it,DF,Roma,26,1991,26.5,2017,76,524,970,660,73,1757,21,39,53.8,24,1,1291,7377,4561,1387,1268,91.4,27,8,/en/players/e288d4b3/matchlogs/2017-2018/possession/Alessandro-Florenzi-Match-Logs
202,Seko Fofana,ci,MF,Udinese,22,1995,20.8,1150,28,242,752,252,26,1141,33,52,63.5,35,0,901,5779,3056,910,815,89.6,26,36,/en/players/5313ed43/matchlogs/2017-2018/possession/Seko-Fofana-Match-Logs
203,Marco Fossati,it,MF,Hellas Verona,24,1992,12.2,819,54,232,505,121,1,775,10,11,90.9,10,1,510,2372,1111,528,505,95.6,7,12,/en/players/39bec070/matchlogs/2017-2018/possession/Marco-Fossati-Match-Logs
204,Remo Freuler,ch,MF,Atalanta,25,1992,33.4,2575,45,440,1584,738,83,2496,33,47,70.2,34,0,1900,10903,5542,1924,1825,94.9,27,51,/en/players/98d2c2c4/matchlogs/2017-2018/possession/Remo-Freuler-Match-Logs
205,Roberto Gagliardini,it,MF,Inter,23,1994,22.1,1674,51,364,1108,291,37,1656,13,19,68.4,14,1,1151,5674,2880,1272,1197,94.1,24,16,/en/players/ce30bfc8/matchlogs/2017-2018/possession/Roberto-Gagliardini-Match-Logs
206,Andrey Galabinov,bg,FW,Genoa,28,1988,12.5,550,8,35,308,232,74,535,13,17,76.5,13,0,339,1514,607,697,429,61.5,55,37,/en/players/0a1efd3c/matchlogs/2017-2018/possession/Andrey-Galabinov-Match-Logs
207,Alessandro Gamberini,it,DF,Chievo,35,1981,20.2,914,161,512,418,22,6,894,0,0,,0,0,484,2045,887,500,494,98.8,1,2,/en/players/8ec95452/matchlogs/2017-2018/possession/Alessandro-Gamberini-Match-Logs
208,Luca Garritano,it,"MF,FW",Chievo,23,1994,2.1,125,6,25,48,61,11,118,7,7,100.0,7,0,90,663,403,94,75,79.8,6,9,/en/players/1ceeae3e/matchlogs/2017-2018/possession/Luca-Garritano-Match-Logs
209,Bruno Gaspar,ao,DF,Fiorentina,24,1993,8.7,669,15,155,353,194,10,568,6,9,66.7,6,0,419,2159,1241,440,406,92.3,14,9,/en/players/55ae91f0/matchlogs/2017-2018/possession/Bruno-Gaspar-Match-Logs
210,Gianluca Gaudino,de,MF,Chievo,20,1996,0.2,13,1,2,3,8,0,11,1,1,100.0,1,0,10,49,13,13,9,69.2,0,0,/en/players/0d72fbca/matchlogs/2017-2018/possession/Gianluca-Gaudino-Match-Logs
211,Marcello Gazzola,it,DF,Sassuolo,32,1985,8.2,529,27,155,237,163,2,415,3,8,37.5,3,0,262,1426,682,298,269,90.3,0,6,/en/players/93390969/matchlogs/2017-2018/possession/Marcello-Gazzola-Match-Logs
212,Santiago Gentiletti,ar,DF,Genoa,32,1985,3.2,252,17,107,149,10,2,239,0,0,,0,0,177,905,556,172,170,98.8,0,0,/en/players/4ac07e1b/matchlogs/2017-2018/possession/Santiago-Gentiletti-Match-Logs
213,Gerson,br,"MF,FW",Roma,20,1997,10.1,642,13,72,375,242,27,635,7,8,87.5,7,0,496,2544,1144,565,483,85.5,13,21,/en/players/8827bf46/matchlogs/2017-2018/possession/Gerson-Match-Logs
214,Faouzi Ghoulam,dz,DF,Napoli,26,1991,10.9,1067,24,171,589,370,31,940,11,15,73.3,12,1,743,3695,2496,814,756,92.9,7,9,/en/players/c5adc293/matchlogs/2017-2018/possession/Faouzi-Ghoulam-Match-Logs
215,Emanuele Giaccherini,it,FW,Napoli,32,1985,0.7,64,0,5,20,44,6,64,3,6,50.0,3,0,57,320,207,69,54,78.3,1,4,/en/players/1c50f354/matchlogs/2017-2018/possession/Emanuele-Giaccherini-Match-Logs
216,Emanuele Giaccherini,it,"MF,FW",Chievo,32,1985,10.0,513,8,83,253,216,21,490,17,31,54.8,18,0,394,2552,1396,426,352,82.6,21,20,/en/players/1c50f354/matchlogs/2017-2018/possession/Emanuele-Giaccherini-Match-Logs
217,Niccolò Giannetti,it,"FW,MF",Cagliari,26,1991,3.3,107,3,10,59,40,11,103,3,5,60.0,3,0,58,285,84,148,81,54.7,13,3,/en/players/d9e750e5/matchlogs/2017-2018/possession/Niccolo-Giannetti-Match-Logs
218,Massimo Gobbi,it,DF,Chievo,36,1980,22.8,1507,98,454,741,427,15,1272,10,25,40.0,13,0,853,5078,3147,922,879,95.3,14,11,/en/players/635b0bae/matchlogs/2017-2018/possession/Massimo-Gobbi-Match-Logs
219,Edoardo Goldaniga,it,DF,Sassuolo,23,1993,12.8,486,53,248,239,20,9,453,3,3,100.0,3,0,236,1117,609,237,232,97.9,1,1,/en/players/4b029b31/matchlogs/2017-2018/possession/Edoardo-Goldaniga-Match-Logs
220,Pierluigi Gollini,it,GK,Atalanta,22,1995,6.9,202,169,199,3,0,0,148,0,0,,0,0,108,538,248,86,86,100.0,0,0,/en/players/f0f7f62f/matchlogs/2017-2018/possession/Pierluigi-Gollini-Match-Logs
221,Papu Gómez,ar,"FW,MF",Atalanta,29,1988,30.6,1880,10,131,779,1170,166,1699,92,133,69.2,96,4,1555,12005,7162,1806,1469,81.3,63,62,/en/players/6e4df551/matchlogs/2017-2018/possession/Papu-Gomez-Match-Logs
