Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
196,Federico Fazio,ar,DF,Roma,30,1987,34,32,"2,922",2,1,0,0,6,0,2,1,0.09,0.06,0.09,2.4,2.4,0.3,2.4,0.3,0.08,2.4,0.08,/en/players/4e358a2d/matchlogs/2017-2018/summary/Federico-Fazio-Match-Logs
197,Luiz Felipe,br,DF,Lazio,20,1997,18,12,"1,168",0,1,0,0,6,0,0,1,0.08,0.00,0.08,0.5,0.5,0.1,0.5,0.1,0.04,0.5,0.04,/en/players/15d0c248/matchlogs/2017-2018/summary/Luiz-Felipe-Match-Logs
198,Alex Ferrari,it,DF,Hellas Verona,23,1994,25,25,"2,136",1,0,0,0,5,0,1,0,0.04,0.04,0.04,0.7,0.7,0.4,0.7,0.4,0.05,0.7,0.05,/en/players/d0dbca9f/matchlogs/2017-2018/summary/Alex-Ferrari-Match-Logs
199,Gian Filippo Felicioli,it,"FW,DF",Hellas Verona,19,1997,6,2,277,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.0,0.06,0.2,0.06,/en/players/ff219f73/matchlogs/2017-2018/summary/Gian-Filippo-Felicioli-Match-Logs
200,Sergio Floccari,it,"FW,MF",SPAL,35,1981,20,9,883,3,0,0,0,0,0,3,0,0.31,0.31,0.31,3.6,3.6,0.4,3.6,0.4,0.41,3.6,0.41,/en/players/df301450/matchlogs/2017-2018/summary/Sergio-Floccari-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Alessandro Florenzi,it,DF,Roma,26,1991,32,26,"2,387",1,3,0,1,2,0,1,3,0.15,0.04,0.15,4.1,3.3,4.5,4.1,4.5,0.32,3.3,0.30,/en/players/e288d4b3/matchlogs/2017-2018/summary/Alessandro-Florenzi-Match-Logs
202,Seko Fofana,ci,MF,Udinese,22,1995,27,22,"1,868",3,0,1,1,4,1,3,0,0.14,0.10,0.10,2.6,1.8,1.2,2.6,1.2,0.18,1.8,0.14,/en/players/5313ed43/matchlogs/2017-2018/summary/Seko-Fofana-Match-Logs
203,Marco Fossati,it,MF,Hellas Verona,24,1992,17,11,"1,101",0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.3,0.3,0.3,0.3,0.3,0.05,0.3,0.05,/en/players/39bec070/matchlogs/2017-2018/summary/Marco-Fossati-Match-Logs
204,Remo Freuler,ch,MF,Atalanta,25,1992,35,33,"3,006",5,2,0,0,4,1,5,2,0.21,0.15,0.21,6.0,6.0,2.5,6.0,2.5,0.25,6.0,0.25,/en/players/98d2c2c4/matchlogs/2017-2018/summary/Remo-Freuler-Match-Logs
205,Roberto Gagliardini,it,MF,Inter,23,1994,30,23,"1,988",0,0,0,0,8,0,0,0,0.00,0.00,0.00,1.6,1.6,0.8,1.6,0.8,0.11,1.6,0.11,/en/players/ce30bfc8/matchlogs/2017-2018/summary/Roberto-Gagliardini-Match-Logs
206,Andrey Galabinov,bg,FW,Genoa,28,1988,20,12,"1,129",3,1,1,1,2,0,3,1,0.32,0.16,0.24,4.1,3.3,1.1,4.1,1.1,0.41,3.3,0.35,/en/players/0a1efd3c/matchlogs/2017-2018/summary/Andrey-Galabinov-Match-Logs
207,Alessandro Gamberini,it,DF,Chievo,35,1981,23,20,"1,815",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.0,0.03,0.7,0.03,/en/players/8ec95452/matchlogs/2017-2018/summary/Alessandro-Gamberini-Match-Logs
208,Luca Garritano,it,"MF,FW",Chievo,23,1994,11,0,189,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.09,0.1,0.09,/en/players/1ceeae3e/matchlogs/2017-2018/summary/Luca-Garritano-Match-Logs
209,Bruno Gaspar,ao,DF,Fiorentina,24,1993,15,6,781,0,2,0,0,2,0,0,2,0.23,0.00,0.23,0.0,0.0,1.1,0.0,1.1,0.13,0.0,0.13,/en/players/55ae91f0/matchlogs/2017-2018/summary/Bruno-Gaspar-Match-Logs
210,Gianluca Gaudino,de,MF,Chievo,20,1996,2,0,18,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,/en/players/0d72fbca/matchlogs/2017-2018/summary/Gianluca-Gaudino-Match-Logs
211,Marcello Gazzola,it,DF,Sassuolo,32,1985,9,9,739,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.4,0.0,0.4,0.05,0.0,0.05,/en/players/93390969/matchlogs/2017-2018/summary/Marcello-Gazzola-Match-Logs
212,Santiago Gentiletti,ar,DF,Genoa,32,1985,4,3,291,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/4ac07e1b/matchlogs/2017-2018/summary/Santiago-Gentiletti-Match-Logs
213,Gerson,br,"MF,FW",Roma,20,1997,24,8,909,2,1,0,0,1,0,2,1,0.30,0.20,0.30,1.8,1.8,0.8,1.8,0.8,0.26,1.8,0.26,/en/players/8827bf46/matchlogs/2017-2018/summary/Gerson-Match-Logs
214,Faouzi Ghoulam,dz,DF,Napoli,26,1991,11,11,985,2,2,0,0,1,0,2,2,0.37,0.18,0.37,0.4,0.4,2.8,0.4,2.8,0.29,0.4,0.29,/en/players/c5adc293/matchlogs/2017-2018/summary/Faouzi-Ghoulam-Match-Logs
215,Emanuele Giaccherini,it,FW,Napoli,32,1985,4,0,64,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.1,0.2,0.42,0.1,0.42,/en/players/1c50f354/matchlogs/2017-2018/summary/Emanuele-Giaccherini-Match-Logs
216,Emanuele Giaccherini,it,"MF,FW",Chievo,32,1985,13,11,903,3,2,0,0,4,0,3,2,0.50,0.30,0.50,0.5,0.5,0.8,0.5,0.8,0.12,0.5,0.12,/en/players/1c50f354/matchlogs/2017-2018/summary/Emanuele-Giaccherini-Match-Logs
217,Niccolò Giannetti,it,"FW,MF",Cagliari,26,1991,8,3,293,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.9,0.9,0.2,0.9,0.2,0.31,0.9,0.31,/en/players/d9e750e5/matchlogs/2017-2018/summary/Niccolo-Giannetti-Match-Logs
218,Massimo Gobbi,it,DF,Chievo,36,1980,24,23,"2,048",0,2,0,0,3,0,0,2,0.09,0.00,0.09,0.2,0.2,2.4,0.2,2.4,0.12,0.2,0.12,/en/players/635b0bae/matchlogs/2017-2018/summary/Massimo-Gobbi-Match-Logs
219,Edoardo Goldaniga,it,DF,Sassuolo,23,1993,13,13,"1,153",1,0,0,0,5,4,1,0,0.08,0.08,0.08,0.6,0.6,0.2,0.6,0.2,0.06,0.6,0.06,/en/players/4b029b31/matchlogs/2017-2018/summary/Edoardo-Goldaniga-Match-Logs
220,Pierluigi Gollini,it,GK,Atalanta,22,1995,7,7,622,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/f0f7f62f/matchlogs/2017-2018/summary/Pierluigi-Gollini-Match-Logs
221,Papu Gómez,ar,"FW,MF",Atalanta,29,1988,33,31,"2,750",6,8,2,3,2,0,6,8,0.46,0.13,0.39,11.9,9.6,10.0,11.9,10.0,0.71,9.6,0.64,/en/players/6e4df551/matchlogs/2017-2018/summary/Papu-Gomez-Match-Logs
222,Alfred Gomis,sn,GK,SPAL,23,1993,26,25,"2,261",0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.00,0.0,0.00,/en/players/cecbce23/matchlogs/2017-2018/summary/Alfred-Gomis-Match-Logs
223,Maxime Gonalons,fr,MF,Roma,28,1989,16,12,"1,096",0,1,0,0,2,0,0,1,0.08,0.00,0.08,0.8,0.8,1.2,0.8,1.2,0.16,0.8,0.16,/en/players/b8c1de25/matchlogs/2017-2018/summary/Maxime-Gonalons-Match-Logs
224,Giancarlo González,cr,DF,Bologna,29,1988,22,22,"1,857",0,0,0,0,5,3,0,0,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.0,0.02,0.4,0.02,/en/players/117beb8f/matchlogs/2017-2018/summary/Giancarlo-Gonzalez-Match-Logs
225,Robin Gosens,de,"DF,MF",Atalanta,23,1994,21,17,"1,451",1,2,0,0,1,0,1,2,0.19,0.06,0.19,0.7,0.7,1.8,0.7,1.8,0.15,0.7,0.15,/en/players/2d970560/matchlogs/2017-2018/summary/Robin-Gosens-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Alberto Grassi,it,MF,SPAL,22,1995,28,26,"2,253",3,0,0,0,3,0,3,0,0.12,0.12,0.12,3.9,3.9,0.4,3.9,0.4,0.17,3.9,0.17,/en/players/6cc97b6a/matchlogs/2017-2018/summary/Alberto-Grassi-Match-Logs
227,Andrew Gravillon,fr,DF,Benevento,19,1998,2,1,82,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/49136c42/matchlogs/2017-2018/summary/Andrew-Gravillon-Match-Logs
228,Guilherme,br,"MF,FW",Benevento,26,1991,12,11,944,2,2,0,0,1,0,2,2,0.38,0.19,0.38,1.7,1.7,0.9,1.7,0.9,0.25,1.7,0.25,/en/players/9e61c019/matchlogs/2017-2018/summary/Guilherme-Match-Logs
229,Samuel Gustafson,se,"MF,FW",Torino,22,1995,4,0,77,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/b1e61f23/matchlogs/2017-2018/summary/Samuel-Gustafson-Match-Logs
230,Bright Gyamfi,gh,"DF,MF",Benevento,21,1996,9,2,326,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.1,0.03,0.1,0.03,/en/players/251d982a/matchlogs/2017-2018/summary/Bright-Gyamfi-Match-Logs
231,Nicolas Haas,ch,MF,Atalanta,21,1996,9,1,171,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.1,0.10,0.1,0.10,/en/players/fa449bba/matchlogs/2017-2018/summary/Nicolas-Haas-Match-Logs
232,Emil Hallfreðsson,is,MF,Udinese,33,1984,19,8,764,0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.0,0.0,0.6,0.0,0.6,0.07,0.0,0.07,/en/players/86015b20/matchlogs/2017-2018/summary/Emil-Hallfredsson-Match-Logs
233,Marek Hamšík,sk,MF,Napoli,30,1987,38,32,"2,371",7,1,0,0,2,0,7,1,0.30,0.27,0.30,7.2,7.2,3.4,7.2,3.4,0.40,7.2,0.40,/en/players/e6ad16b2/matchlogs/2017-2018/summary/Marek-Hamsik-Match-Logs
234,Samir Handanović,si,GK,Inter,33,1984,38,38,"3,420",0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/74419746/matchlogs/2017-2018/summary/Samir-Handanovic-Match-Logs
235,Hans Hateboer,nl,"DF,MF",Atalanta,23,1994,33,26,"2,398",0,1,0,0,3,0,0,1,0.04,0.00,0.04,1.8,1.8,1.7,1.8,1.7,0.13,1.8,0.13,/en/players/3b333ac3/matchlogs/2017-2018/summary/Hans-Hateboer-Match-Logs
236,Filip Helander,se,DF,Bologna,24,1993,29,27,"2,499",0,0,0,0,6,0,0,0,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.0,0.01,0.4,0.01,/en/players/27f0ddef/matchlogs/2017-2018/summary/Filip-Helander-Match-Logs
237,Dalbert Henrique,br,DF,Inter,23,1993,13,5,531,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.1,0.04,0.1,0.04,/en/players/f45f9427/matchlogs/2017-2018/summary/Dalbert-Henrique-Match-Logs
238,Përparim Hetemaj,fi,MF,Chievo,30,1986,32,27,"2,415",3,2,0,0,9,0,3,2,0.19,0.11,0.19,2.6,2.6,1.5,2.6,1.5,0.15,2.6,0.15,/en/players/90b70194/matchlogs/2017-2018/summary/Perparim-Hetemaj-Match-Logs
239,Thomas Heurtaux,fr,DF,Hellas Verona,29,1988,17,16,"1,392",0,0,0,0,3,2,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/32d1c24f/matchlogs/2017-2018/summary/Thomas-Heurtaux-Match-Logs
240,Gonzalo Higuaín,ar,FW,Juventus,29,1987,35,32,"2,815",16,5,1,2,4,0,16,5,0.67,0.48,0.64,12.9,11.4,3.7,12.9,3.7,0.53,11.4,0.48,/en/players/8a08491a/matchlogs/2017-2018/summary/Gonzalo-Higuain-Match-Logs
241,Oscar Hiljemark,se,MF,Genoa,25,1992,15,15,"1,279",0,3,0,0,1,0,0,3,0.21,0.00,0.21,0.9,0.9,4.9,0.9,4.9,0.41,0.9,0.41,/en/players/98e958af/matchlogs/2017-2018/summary/Oscar-Hiljemark-Match-Logs
242,Benedikt Höwedes,de,DF,Juventus,29,1988,3,3,247,1,0,0,0,1,0,1,0,0.36,0.36,0.36,0.7,0.7,0.1,0.7,0.1,0.29,0.7,0.29,/en/players/d5c04323/matchlogs/2017-2018/summary/Benedikt-Howedes-Match-Logs
243,Vitor Hugo,br,DF,Fiorentina,26,1991,19,13,"1,208",1,0,0,0,4,0,1,0,0.07,0.07,0.07,0.4,0.4,0.2,0.4,0.2,0.05,0.4,0.05,/en/players/f2c1300a/matchlogs/2017-2018/summary/Vitor-Hugo-Match-Logs
244,Elseid Hysaj,al,DF,Napoli,23,1994,35,35,"3,125",0,1,0,0,3,1,0,1,0.03,0.00,0.03,0.4,0.4,1.9,0.4,1.9,0.07,0.4,0.07,/en/players/2f3452eb/matchlogs/2017-2018/summary/Elseid-Hysaj-Match-Logs
245,Mauro Icardi,ar,FW,Inter,24,1993,34,34,"2,958",29,1,6,7,2,0,29,1,0.91,0.70,0.73,23.5,18.2,3.4,23.5,3.4,0.82,18.2,0.66,/en/players/43b78598/matchlogs/2017-2018/summary/Mauro-Icardi-Match-Logs
246,Pietro Iemmello,it,FW,Benevento,25,1992,16,12,880,2,1,1,1,0,0,2,1,0.31,0.10,0.20,2.9,2.1,1.0,2.9,1.0,0.39,2.1,0.32,/en/players/0861b8d6/matchlogs/2017-2018/summary/Pietro-Iemmello-Match-Logs
247,Josip Iličić,si,"FW,MF",Atalanta,29,1988,31,21,"2,002",11,6,2,2,3,0,11,6,0.76,0.40,0.67,9.6,8.1,6.1,9.6,6.1,0.70,8.1,0.64,/en/players/68252d6d/matchlogs/2017-2018/summary/Josip-Ilicic-Match-Logs
248,Ciro Immobile,it,FW,Lazio,27,1990,33,33,"2,683",29,6,7,8,3,1,29,6,1.17,0.74,0.94,20.0,13.9,6.7,20.0,6.7,0.89,13.9,0.69,/en/players/4431aed2/matchlogs/2017-2018/summary/Ciro-Immobile-Match-Logs
249,Svante Ingelsson,se,MF,Udinese,19,1998,7,3,325,1,1,0,0,0,0,1,1,0.55,0.28,0.55,0.5,0.5,0.2,0.5,0.2,0.18,0.5,0.18,/en/players/4133cfcf/matchlogs/2017-2018/summary/Svante-Ingelsson-Match-Logs
250,Roberto Inglese,it,FW,Chievo,25,1991,34,33,"2,782",12,1,1,2,3,0,12,1,0.42,0.36,0.39,9.3,7.8,1.5,9.3,1.5,0.35,7.8,0.30,/en/players/6c1f7328/matchlogs/2017-2018/summary/Roberto-Inglese-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Lorenzo Insigne,it,FW,Napoli,26,1991,37,36,"3,090",8,11,1,1,4,0,8,11,0.55,0.20,0.52,14.3,13.5,9.1,14.3,9.1,0.68,13.5,0.66,/en/players/2f557579/matchlogs/2017-2018/summary/Lorenzo-Insigne-Match-Logs
252,Artur Ioniță,md,MF,Cagliari,26,1990,36,31,"2,669",0,2,0,0,4,0,0,2,0.07,0.00,0.07,1.8,1.8,1.1,1.8,1.1,0.10,1.8,0.10,/en/players/cedb3e36/matchlogs/2017-2018/summary/Artur-Ionita-Match-Logs
253,Armando Izzo,it,DF,Genoa,25,1992,16,16,"1,387",1,0,0,0,2,0,1,0,0.06,0.06,0.06,0.8,0.8,0.1,0.8,0.1,0.05,0.8,0.05,/en/players/89976232/matchlogs/2017-2018/summary/Armando-Izzo-Match-Logs
254,Jakub Jankto,cz,"MF,FW",Udinese,21,1996,36,28,"2,654",4,4,0,0,5,0,4,4,0.27,0.14,0.27,4.7,4.7,6.5,4.7,6.5,0.38,4.7,0.38,/en/players/1ea5f91c/matchlogs/2017-2018/summary/Jakub-Jankto-Match-Logs
255,Paweł Jaroszyński,pl,"DF,MF",Chievo,22,1994,11,9,809,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.0,0.2,0.03,0.0,0.03,/en/players/958a601f/matchlogs/2017-2018/summary/Pawel-Jaroszynski-Match-Logs
256,Juan Jesus,br,DF,Roma,26,1991,22,18,"1,658",0,0,0,0,4,1,0,0,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.1,0.02,0.3,0.02,/en/players/79083382/matchlogs/2017-2018/summary/Juan-Jesus-Match-Logs
257,Jorginho,it,MF,Napoli,25,1991,33,33,"2,650",2,3,1,2,5,0,2,3,0.17,0.03,0.14,2.2,0.5,3.6,2.2,3.6,0.20,0.5,0.14,/en/players/45db685d/matchlogs/2017-2018/summary/Jorginho-Match-Logs
258,Mariano Julio Izco,ar,MF,Crotone,34,1983,5,2,178,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/0d2bdb4b/matchlogs/2017-2018/summary/Mariano-Julio-Izco-Match-Logs
259,Nikola Kalinić,hr,FW,Milan,29,1988,31,20,"1,812",6,3,0,0,3,0,6,3,0.45,0.30,0.45,9.1,9.1,2.0,9.1,2.0,0.55,9.1,0.55,/en/players/d4931a5a/matchlogs/2017-2018/summary/Nikola-Kalinic-Match-Logs
260,Mamadou Kanouté,sn,"FW,MF",Benevento,23,1993,2,0,32,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,/en/players/3d5ed93d/matchlogs/2017-2018/summary/Mamadou-Kanoute-Match-Logs
261,Yann Karamoh,fr,"FW,MF",Inter,19,1998,16,4,489,1,0,0,0,0,0,1,0,0.18,0.18,0.18,1.8,1.8,0.2,1.8,0.2,0.38,1.8,0.38,/en/players/8b66d9cc/matchlogs/2017-2018/summary/Yann-Karamoh-Match-Logs
262,Rick Karsdorp,nl,DF,Roma,22,1995,1,1,81,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,/en/players/9f84febe/matchlogs/2017-2018/summary/Rick-Karsdorp-Match-Logs
263,Moise Kean,it,FW,Hellas Verona,17,2000,19,12,"1,131",4,0,0,0,5,0,4,0,0.32,0.32,0.32,5.4,5.4,0.8,5.4,0.8,0.49,5.4,0.49,/en/players/3d50bcdb/matchlogs/2017-2018/summary/Moise-Kean-Match-Logs
264,Cheick Keita,ml,DF,Bologna,21,1996,3,1,127,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/82f32d55/matchlogs/2017-2018/summary/Cheick-Keita-Match-Logs
265,Franck Kessié,ci,MF,Milan,20,1996,37,37,"3,264",5,1,3,4,9,0,5,1,0.17,0.06,0.08,8.4,5.3,4.4,8.4,4.4,0.35,5.3,0.27,/en/players/05e19d6a/matchlogs/2017-2018/summary/Franck-Kessie-Match-Logs
266,Sami Khedira,de,MF,Juventus,30,1987,26,24,"1,912",9,2,0,0,1,0,9,2,0.52,0.42,0.52,4.1,4.1,0.9,4.1,0.9,0.23,4.1,0.23,/en/players/38ac43d3/matchlogs/2017-2018/summary/Sami-Khedira-Match-Logs
267,Aleksandar Kolarov,rs,DF,Roma,31,1985,35,34,"3,060",2,6,0,0,3,0,2,6,0.24,0.06,0.24,2.6,2.6,8.6,2.6,8.6,0.33,2.6,0.33,/en/players/eda40760/matchlogs/2017-2018/summary/Aleksandar-Kolarov-Match-Logs
268,Kalidou Koulibaly,sn,DF,Napoli,26,1991,35,35,"3,066",5,1,0,0,5,1,5,1,0.18,0.15,0.18,2.6,2.6,0.3,2.6,0.3,0.09,2.6,0.09,/en/players/da974c7b/matchlogs/2017-2018/summary/Kalidou-Koulibaly-Match-Logs
269,Dawid Kownacki,pl,FW,Sampdoria,20,1997,22,6,823,5,2,0,0,0,0,5,2,0.77,0.55,0.77,3.0,3.0,1.0,3.0,1.0,0.45,3.0,0.45,/en/players/be5e1c4c/matchlogs/2017-2018/summary/Dawid-Kownacki-Match-Logs
270,Emil Krafth,se,DF,Bologna,22,1994,12,10,946,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.1,0.04,0.3,0.04,/en/players/77cf6852/matchlogs/2017-2018/summary/Emil-Krafth-Match-Logs
271,Oliver Kragl,de,MF,Crotone,27,1990,5,0,99,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.0,0.2,0.16,0.0,0.16,/en/players/1c17dfe0/matchlogs/2017-2018/summary/Oliver-Kragl-Match-Logs
272,Ladislav Krejčí,cz,"FW,DF",Bologna,25,1992,12,2,397,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.1,0.09,0.3,0.09,/en/players/58027adc/matchlogs/2017-2018/summary/Ladislav-Krejci-Match-Logs
273,Jasmin Kurtić,si,MF,SPAL,28,1989,16,16,"1,440",1,0,0,0,5,0,1,0,0.06,0.06,0.06,1.2,1.2,0.8,1.2,0.8,0.13,1.2,0.13,/en/players/144607cc/matchlogs/2017-2018/summary/Jasmin-Kurtic-Match-Logs
274,Jasmin Kurtić,si,"MF,FW",Atalanta,28,1989,14,7,662,2,0,0,0,2,0,2,0,0.27,0.27,0.27,1.6,1.6,0.6,1.6,0.6,0.31,1.6,0.31,/en/players/144607cc/matchlogs/2017-2018/summary/Jasmin-Kurtic-Match-Logs
275,Han Kwang-song,kp,FW,Cagliari,18,1998,7,3,277,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.1,0.13,0.3,0.13,/en/players/87243064/matchlogs/2017-2018/summary/Han-Kwang-song-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Eugenio Lamanna,it,GK,Genoa,27,1989,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/349601c3/matchlogs/2017-2018/summary/Eugenio-Lamanna-Match-Logs
277,Gianluca Lapadula,it,FW,Genoa,27,1990,28,13,"1,495",6,1,3,4,3,0,6,1,0.42,0.18,0.24,10.8,7.8,1.7,10.8,1.7,0.76,7.8,0.57,/en/players/2ead2809/matchlogs/2017-2018/summary/Gianluca-Lapadula-Match-Logs
278,Danilo Larangeira,br,DF,Udinese,33,1984,32,32,"2,775",1,0,0,0,8,0,1,0,0.03,0.03,0.03,0.9,0.9,0.0,0.9,0.0,0.03,0.9,0.03,/en/players/fed5f993/matchlogs/2017-2018/summary/Danilo-Larangeira-Match-Logs
279,Kevin Lasagna,it,"FW,MF",Udinese,24,1992,29,26,"2,130",12,2,0,0,1,0,12,2,0.59,0.51,0.59,11.9,11.9,1.2,11.9,1.2,0.55,11.9,0.55,/en/players/09538fdb/matchlogs/2017-2018/summary/Kevin-Lasagna-Match-Logs
280,Vincent Laurini,fr,DF,Fiorentina,28,1989,22,20,"1,608",0,1,0,0,5,0,0,1,0.06,0.00,0.06,0.0,0.0,1.2,0.0,1.2,0.07,0.0,0.07,/en/players/3535098b/matchlogs/2017-2018/summary/Vincent-Laurini-Match-Logs
281,Diego Laxalt,uy,"DF,MF",Genoa,24,1993,32,32,"2,806",3,3,0,0,2,0,3,3,0.19,0.10,0.19,1.8,1.8,2.1,1.8,2.1,0.12,1.8,0.12,/en/players/f26e3c59/matchlogs/2017-2018/summary/Diego-Laxalt-Match-Logs
282,Achraf Lazaar,ma,"DF,MF",Benevento,25,1992,9,6,478,1,0,0,0,0,0,1,0,0.19,0.19,0.19,0.3,0.3,0.4,0.3,0.4,0.12,0.3,0.12,/en/players/957d41d2/matchlogs/2017-2018/summary/Achraf-Lazaar-Match-Logs
283,Darko Lazović,rs,"MF,DF",Genoa,26,1990,21,12,"1,242",0,1,0,0,2,0,0,1,0.07,0.00,0.07,0.8,0.8,2.2,0.8,2.2,0.22,0.8,0.22,/en/players/5128bde4/matchlogs/2017-2018/summary/Darko-Lazovic-Match-Logs
284,Manuel Lazzari,it,"DF,MF",SPAL,23,1993,36,36,"3,116",2,1,0,0,4,0,2,1,0.09,0.06,0.09,1.3,1.3,2.0,1.3,2.0,0.10,1.3,0.10,/en/players/02caf6e0/matchlogs/2017-2018/summary/Manuel-Lazzari-Match-Logs
285,Lucas Leiva,br,MF,Lazio,30,1987,36,35,"2,882",2,3,0,0,9,0,2,3,0.16,0.06,0.16,2.6,2.6,1.8,2.6,1.8,0.14,2.6,0.14,/en/players/4c78b5ed/matchlogs/2017-2018/summary/Lucas-Leiva-Match-Logs
286,Mauricio Lemos,uy,DF,Sassuolo,21,1995,8,8,701,1,0,0,0,2,0,1,0,0.13,0.13,0.13,0.7,0.7,0.0,0.7,0.0,0.09,0.7,0.09,/en/players/dbe5a587/matchlogs/2017-2018/summary/Mauricio-Lemos-Match-Logs
287,Mehdi Léris,fr,"MF,FW",Chievo,19,1998,4,0,42,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/7d3cbc67/matchlogs/2017-2018/summary/Mehdi-Leris-Match-Logs
288,Gaetano Letizia,it,DF,Benevento,27,1990,29,25,"2,141",1,0,0,0,6,2,1,0,0.04,0.04,0.04,0.8,0.8,1.5,0.8,1.5,0.09,0.8,0.09,/en/players/3dd45b70/matchlogs/2017-2018/summary/Gaetano-Letizia-Match-Logs
289,Timo Letschert,nl,DF,Sassuolo,24,1993,7,5,416,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/be9938ed/matchlogs/2017-2018/summary/Timo-Letschert-Match-Logs
290,Stephan Lichtsteiner,ch,DF,Juventus,33,1984,27,21,"1,704",0,2,0,1,6,0,0,2,0.11,0.00,0.11,0.8,0.1,0.5,0.8,0.5,0.07,0.1,0.03,/en/players/99b1d0e6/matchlogs/2017-2018/summary/Stephan-Lichtsteiner-Match-Logs
291,Karol Linetty,pl,MF,Sampdoria,22,1995,29,21,"2,139",3,1,0,0,8,0,3,1,0.17,0.13,0.17,3.0,3.0,2.0,3.0,2.0,0.21,3.0,0.21,/en/players/d023d70f/matchlogs/2017-2018/summary/Karol-Linetty-Match-Logs
292,Pol Lirola,es,"DF,MF",Sassuolo,19,1997,24,22,"2,025",0,2,0,0,2,0,0,2,0.09,0.00,0.09,0.2,0.2,2.0,0.2,2.0,0.10,0.2,0.10,/en/players/ff800ed8/matchlogs/2017-2018/summary/Pol-Lirola-Match-Logs
293,Adem Ljajić,rs,"MF,FW",Torino,25,1991,27,23,"2,166",6,10,0,0,2,0,6,10,0.66,0.25,0.66,5.0,5.0,7.7,5.0,7.7,0.53,5.0,0.53,/en/players/2648e18f/matchlogs/2017-2018/summary/Adem-Ljajic-Match-Logs
