Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
108,Antonio Caracciolo,it,DF,Hellas Verona,27,1990,31.7,52,32,42,8,2,52,40,42.5,23,257,88,34.2,42,8,2,83,45,1,38,47,99,200,0,/en/players/99d8fc35/matchlogs/2017-2018/defense/Antonio-Caracciolo-Match-Logs
109,Francesco Cassata,it,MF,Sassuolo,20,1997,5.1,13,7,7,5,1,13,20,40.0,12,164,44,26.8,7,5,1,6,0,0,6,5,18,5,0,/en/players/96960855/matchlogs/2017-2018/defense/Francesco-Cassata-Match-Logs
110,Timothy Castagne,be,"DF,MF",Atalanta,21,1995,16.7,53,32,28,17,8,53,37,35.1,24,290,93,32.1,28,17,8,33,5,0,28,22,75,56,0,/en/players/197640fd/matchlogs/2017-2018/defense/Timothy-Castagne-Match-Logs
111,Leandro Castán,br,DF,Cagliari,30,1986,12.7,28,14,21,7,0,28,16,62.5,6,147,46,31.3,21,7,0,24,10,0,14,22,50,41,0,/en/players/019f4d0d/matchlogs/2017-2018/defense/Leandro-Castan-Match-Logs
112,Lucas Castro,ar,MF,Chievo,28,1989,22.1,57,36,20,29,8,57,41,36.6,26,428,113,26.4,20,29,8,46,6,0,40,41,98,32,0,/en/players/56b2957b/matchlogs/2017-2018/defense/Lucas-Castro-Match-Logs
113,Danilo Cataldi,it,MF,Benevento,22,1994,25.4,39,29,12,22,5,39,46,26.1,34,412,117,28.4,12,22,5,23,5,0,18,42,81,19,1,/en/players/ba3d3bea/matchlogs/2017-2018/defense/Danilo-Cataldi-Match-Logs
114,Federico Ceccherini,it,DF,Crotone,25,1992,35.9,41,23,34,4,3,41,24,37.5,15,265,86,32.5,34,4,3,61,24,0,37,90,131,266,4,/en/players/d9624b51/matchlogs/2017-2018/defense/Federico-Ceccherini-Match-Logs
115,Ricardo Centurión,ar,"MF,FW",Genoa,24,1993,0.6,0,0,0,0,0,0,1,0.0,1,13,4,30.8,0,0,0,0,0,0,0,0,0,0,0,/en/players/fac896b0/matchlogs/2017-2018/defense/Ricardo-Centurion-Match-Logs
116,Luca Ceppitelli,it,DF,Cagliari,27,1989,24.7,58,34,44,13,1,58,31,38.7,19,239,96,40.2,44,13,1,44,20,0,24,50,108,178,1,/en/players/7d50454d/matchlogs/2017-2018/defense/Luca-Ceppitelli-Match-Logs
117,Fabio Ceravolo,it,FW,Benevento,30,1987,0.6,0,0,0,0,0,0,1,0.0,1,15,3,20.0,0,0,0,1,0,0,1,0,0,0,0,/en/players/4cc93246/matchlogs/2017-2018/defense/Fabio-Ceravolo-Match-Logs
118,Alessio Cerci,it,"FW,MF",Hellas Verona,30,1987,18.2,18,8,6,6,6,18,17,29.4,12,266,63,23.7,6,6,6,10,1,0,9,5,23,4,0,/en/players/5370cba7/matchlogs/2017-2018/defense/Alessio-Cerci-Match-Logs
119,Boštjan Cesar,si,DF,Chievo,35,1982,6.1,6,4,4,1,1,6,3,66.7,1,51,11,21.6,4,1,1,9,4,0,5,4,10,39,1,/en/players/c1d18f10/matchlogs/2017-2018/defense/Bostjan-Cesar-Match-Logs
120,Damir Ceter,co,"FW,MF",Cagliari,19,1997,2.2,2,1,1,1,0,2,0,,0,54,16,29.6,1,1,0,3,0,0,3,1,3,0,0,/en/players/eade5337/matchlogs/2017-2018/defense/Damir-Ceter-Match-Logs
121,Raman Chibsah,gh,MF,Benevento,24,1993,11.6,21,16,12,7,2,21,24,25.0,18,283,75,26.5,12,7,2,21,3,0,18,10,31,10,0,/en/players/aa5a409a/matchlogs/2017-2018/defense/Raman-Chibsah-Match-Logs
122,Giorgio Chiellini,it,DF,Juventus,32,1984,24.0,35,15,22,10,3,35,15,20.0,12,166,55,33.1,22,10,3,28,13,0,15,49,84,127,1,/en/players/e85fb9b8/matchlogs/2017-2018/defense/Giorgio-Chiellini-Match-Logs
123,Federico Chiesa,it,"FW,MF",Fiorentina,19,1997,33.5,59,37,21,22,16,59,49,24.5,37,622,182,29.3,21,22,16,55,1,0,54,19,78,12,0,/en/players/b0f7e36c/matchlogs/2017-2018/defense/Federico-Chiesa-Match-Logs
124,Vlad Chiricheș,ro,DF,Napoli,27,1989,6.5,7,2,5,1,1,7,4,50.0,2,56,23,41.1,5,1,1,5,2,0,3,15,22,18,0,/en/players/c316607a/matchlogs/2017-2018/defense/Vlad-Chiriches-Match-Logs
125,Amato Ciciretti,it,"MF,FW",Benevento,23,1993,9.0,9,7,5,3,1,9,15,13.3,13,171,48,28.1,5,3,1,11,0,0,11,5,14,4,0,/en/players/1ab0b878/matchlogs/2017-2018/defense/Amato-Ciciretti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Luca Cigarini,it,MF,Cagliari,31,1986,22.5,58,37,25,27,6,58,84,28.6,60,358,114,31.8,25,27,6,44,4,0,40,40,98,28,1,/en/players/ae64d449/matchlogs/2017-2018/defense/Luca-Cigarini-Match-Logs
127,Thiago Cionek,pl,DF,SPAL,31,1986,15.0,31,16,21,6,4,31,28,46.4,15,193,69,35.8,21,6,4,24,10,0,14,38,69,69,0,/en/players/46f5c54d/matchlogs/2017-2018/defense/Thiago-Cionek-Match-Logs
128,Karamoko Cissé,gn,"FW,DF",Benevento,28,1988,0.2,1,0,1,0,0,1,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0,/en/players/b39569c0/matchlogs/2017-2018/defense/Karamoko-Cisse-Match-Logs
129,Massimo Coda,it,FW,Benevento,28,1988,15.7,10,6,2,3,5,10,10,20.0,8,255,46,18.0,2,3,5,13,2,0,11,6,16,9,0,/en/players/4c7940d6/matchlogs/2017-2018/defense/Massimo-Coda-Match-Logs
130,Isaac Cofie,gh,MF,Genoa,25,1991,6.6,18,13,6,10,2,18,18,27.8,13,161,57,35.4,6,10,2,15,4,0,11,10,28,15,0,/en/players/c6dda86e/matchlogs/2017-2018/defense/Isaac-Cofie-Match-Logs
131,Andrea Consigli,it,GK,Sassuolo,30,1987,36.8,0,0,0,0,0,0,3,0.0,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,3,/en/players/8cabdc1e/matchlogs/2017-2018/defense/Andrea-Consigli-Match-Logs
132,Andrea Conti,it,DF,Milan,23,1994,1.7,4,0,0,3,1,4,5,60.0,2,15,4,26.7,0,3,1,3,0,0,3,1,5,2,0,/en/players/8fef5412/matchlogs/2017-2018/defense/Andrea-Conti-Match-Logs
133,Duje Čop,hr,FW,Cagliari,27,1990,1.1,1,1,0,0,1,1,0,,0,30,9,30.0,0,0,1,1,0,0,1,0,1,0,0,/en/players/8b0b02c9/matchlogs/2017-2018/defense/Duje-Cop-Match-Logs
134,Alex Cordaz,it,GK,Crotone,34,1983,38.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,0,0,0,0,0,0,0,1,3,/en/players/e66ebabb/matchlogs/2017-2018/defense/Alex-Cordaz-Match-Logs
135,Andreas Cornelius,dk,FW,Atalanta,24,1993,10.4,8,5,5,1,2,8,7,14.3,6,155,44,28.4,5,1,2,4,0,0,4,0,8,8,0,/en/players/c693347d/matchlogs/2017-2018/defense/Andreas-Cornelius-Match-Logs
136,Andrea Cossu,it,"MF,FW",Cagliari,37,1980,2.7,1,1,0,1,0,1,2,0.0,2,72,16,22.2,0,1,0,2,0,0,2,4,5,2,0,/en/players/70fd593e/matchlogs/2017-2018/defense/Andrea-Cossu-Match-Logs
137,Angelo da Costa Júnior,br,GK,Bologna,33,1983,4.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/18736214/matchlogs/2017-2018/defense/Angelo-da-Costa-Junior-Match-Logs
138,Andrea Costa,it,DF,Benevento,31,1986,15.3,29,20,22,7,0,29,30,36.7,19,124,47,37.9,22,7,0,23,15,0,8,36,65,63,1,/en/players/f5e9a8bd/matchlogs/2017-2018/defense/Andrea-Costa-Match-Logs
139,Douglas Costa,br,"FW,MF",Juventus,26,1990,19.9,15,11,6,6,3,15,18,22.2,14,319,78,24.5,6,6,3,20,0,0,20,12,27,4,0,/en/players/4fa7cb9b/matchlogs/2017-2018/defense/Douglas-Costa-Match-Logs
140,Filippo Costa,it,"DF,MF",SPAL,22,1995,16.4,25,15,9,10,6,25,26,46.2,14,279,84,30.1,9,10,6,46,5,0,41,23,48,35,0,/en/players/00528660/matchlogs/2017-2018/defense/Filippo-Costa-Match-Logs
141,Alessio Cragno,it,GK,Cagliari,23,1994,28.2,0,0,0,0,0,0,0,,0,7,1,14.3,0,0,0,0,0,0,0,0,0,0,1,/en/players/f554e29b/matchlogs/2017-2018/defense/Alessio-Cragno-Match-Logs
142,Michele Cremonesi,it,DF,SPAL,29,1988,4.3,7,2,3,4,0,7,3,33.3,2,38,10,26.3,3,4,0,6,2,0,4,9,16,20,1,/en/players/53636fce/matchlogs/2017-2018/defense/Michele-Cremonesi-Match-Logs
143,Lorenzo Crisetig,it,MF,Bologna,24,1993,6.2,19,11,11,7,1,19,21,33.3,14,130,32,24.6,11,7,1,11,2,0,9,12,31,15,0,/en/players/f54dfca8/matchlogs/2017-2018/defense/Lorenzo-Crisetig-Match-Logs
144,Bryan Cristante,it,"MF,FW",Atalanta,22,1995,31.4,69,51,24,32,13,69,54,20.4,43,834,281,33.7,24,32,13,53,8,0,45,22,91,40,1,/en/players/16657b95/matchlogs/2017-2018/defense/Bryan-Cristante-Match-Logs
145,Sebastián Cristóforo,uy,MF,Fiorentina,23,1993,3.0,17,12,9,7,1,17,14,57.1,6,86,25,29.1,9,7,1,8,0,0,8,5,22,6,0,/en/players/3c05c659/matchlogs/2017-2018/defense/Sebastian-Cristoforo-Match-Logs
146,Giovanni Crociata,it,"FW,MF",Crotone,19,1997,3.2,11,5,3,5,3,11,10,20.0,8,104,19,18.3,3,5,3,7,0,0,7,3,14,0,0,/en/players/8c964914/matchlogs/2017-2018/defense/Giovanni-Crociata-Match-Logs
147,Luca Crosta,it,GK,Cagliari,19,1998,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/a4ec7d09/matchlogs/2017-2018/defense/Luca-Crosta-Match-Logs
148,Juan Cuadrado,co,"FW,MF",Juventus,29,1988,15.0,29,15,17,8,4,29,37,48.6,19,236,58,24.6,17,8,4,19,0,0,19,19,48,4,0,/en/players/0ab1f153/matchlogs/2017-2018/defense/Juan-Cuadrado-Match-Logs
149,Patrick Cutrone,it,FW,Milan,19,1998,16.7,16,12,1,8,7,16,20,5.0,19,413,77,18.6,1,8,7,8,2,0,6,4,20,9,0,/en/players/a4fe8cda/matchlogs/2017-2018/defense/Patrick-Cutrone-Match-Logs
150,Marco D'Alessandro,it,"MF,FW",Benevento,26,1991,11.6,25,16,11,8,6,25,25,28.0,18,218,72,33.0,11,8,6,13,1,0,12,9,34,3,0,/en/players/060606ec/matchlogs/2017-2018/defense/Marco-DAlessandro-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Danilo D'Ambrosio,it,DF,Inter,28,1988,33.1,85,60,40,37,8,85,69,46.4,37,457,152,33.3,40,37,8,53,8,0,45,51,136,81,1,/en/players/44eb9093/matchlogs/2017-2018/defense/Danilo-DAmbrosio-Match-Logs
152,Bryan Dabo,bf,MF,Fiorentina,25,1992,6.6,12,6,3,7,2,12,15,20.0,12,108,32,29.6,3,7,2,20,1,0,19,13,25,18,0,/en/players/c53083ad/matchlogs/2017-2018/defense/Bryan-Dabo-Match-Logs
153,Dario Dainelli,it,DF,Chievo,38,1979,16.7,25,17,17,7,1,25,25,48.0,13,144,58,40.3,17,7,1,30,21,0,9,48,73,123,0,/en/players/3858e611/matchlogs/2017-2018/defense/Dario-Dainelli-Match-Logs
154,Felipe dal Belo,br,DF,SPAL,33,1984,28.6,54,37,33,18,3,54,49,38.8,30,295,92,31.2,33,18,3,59,25,0,34,53,107,141,2,/en/players/8cea6319/matchlogs/2017-2018/defense/Felipe-dal-Belo-Match-Logs
155,Andrea Danzi,it,MF,Hellas Verona,18,1999,4.4,10,6,5,5,0,10,13,30.8,9,80,22,27.5,5,5,0,1,0,0,1,5,15,4,0,/en/players/263b855a/matchlogs/2017-2018/defense/Andrea-Danzi-Match-Logs
156,Sebastien De Maio,fr,DF,Bologna,30,1987,22.8,31,18,18,11,2,31,25,40.0,15,223,82,36.8,18,11,2,38,17,0,21,32,63,146,0,/en/players/952a03fe/matchlogs/2017-2018/defense/Sebastien-De-Maio-Match-Logs
157,Rodrigo De Paul,ar,"MF,FW",Udinese,23,1994,25.8,31,22,13,12,6,31,39,15.4,33,538,144,26.8,13,12,6,44,2,1,42,12,43,5,0,/en/players/162efffd/matchlogs/2017-2018/defense/Rodrigo-De-Paul-Match-Logs
158,Daniele De Rossi,it,MF,Roma,34,1983,20.3,20,13,9,8,3,20,30,23.3,23,202,57,28.2,9,8,3,38,13,0,25,41,61,35,1,/en/players/532d2690/matchlogs/2017-2018/defense/Daniele-De-Rossi-Match-Logs
159,Mattia De Sciglio,it,DF,Juventus,24,1992,10.8,28,19,13,13,2,28,14,64.3,5,104,39,37.5,13,13,2,20,2,0,18,15,43,21,0,/en/players/ae4e2852/matchlogs/2017-2018/defense/Mattia-De-Sciglio-Match-Logs
160,Lorenzo De Silvestri,it,"DF,MF",Torino,29,1988,32.8,32,18,17,12,3,32,33,39.4,20,379,113,29.8,17,12,3,71,11,1,60,28,60,157,0,/en/players/e74f0e59/matchlogs/2017-2018/defense/Lorenzo-De-Silvestri-Match-Logs
161,Grégoire Defrel,mq,"FW,MF",Roma,26,1991,5.4,8,4,0,2,6,8,12,33.3,8,119,23,19.3,0,2,6,6,0,0,6,4,12,5,0,/en/players/854ee61a/matchlogs/2017-2018/defense/Gregoire-Defrel-Match-Logs
162,Alessandro Deiola,it,MF,Cagliari,21,1995,5.0,9,6,3,4,2,9,9,33.3,6,83,18,21.7,3,4,2,10,0,0,10,4,13,11,0,/en/players/7f267d66/matchlogs/2017-2018/defense/Alessandro-Deiola-Match-Logs
163,Lorenzo Del Pinto,it,MF,Benevento,27,1990,8.4,21,13,7,10,4,21,26,23.1,20,232,59,25.4,7,10,4,17,4,0,13,17,38,8,0,/en/players/081b6080/matchlogs/2017-2018/defense/Lorenzo-Del-Pinto-Match-Logs
164,Cristian Dell'Orco,it,DF,Sassuolo,23,1994,4.7,4,2,3,1,0,4,5,40.0,3,62,20,32.3,3,1,0,5,1,0,4,12,16,23,0,/en/players/b0243215/matchlogs/2017-2018/defense/Cristian-DellOrco-Match-Logs
165,Fabio Depaoli,it,"MF,DF",Chievo,20,1997,13.2,38,18,23,14,1,38,43,37.2,27,308,68,22.1,23,14,1,40,9,0,31,14,52,36,0,/en/players/d97f2e8d/matchlogs/2017-2018/defense/Fabio-Depaoli-Match-Logs
166,Gregory van der Wiel,nl,DF,Cagliari,29,1988,3.2,7,3,5,2,0,7,7,57.1,3,34,11,32.4,5,2,0,5,0,0,5,10,17,7,0,/en/players/2fb3ad46/matchlogs/2017-2018/defense/Gregory-van-der-Wiel-Match-Logs
167,Daniele Dessena,it,"MF,DF",Cagliari,30,1987,6.4,13,7,7,4,2,13,11,45.5,6,103,39,37.9,7,4,2,11,1,0,10,8,21,11,0,/en/players/02b2937c/matchlogs/2017-2018/defense/Daniele-Dessena-Match-Logs
168,Mattia Destro,it,FW,Bologna,26,1991,18.0,20,15,7,8,5,20,17,47.1,9,304,87,28.6,7,8,5,20,3,0,17,4,24,18,0,/en/players/d7d32194/matchlogs/2017-2018/defense/Mattia-Destro-Match-Logs
169,Gianluca Di Chiara,it,DF,Benevento,23,1993,11.2,26,14,19,5,2,26,28,25.0,21,173,54,31.2,19,5,2,19,3,0,16,8,34,21,0,/en/players/68852c0a/matchlogs/2017-2018/defense/Gianluca-Di-Chiara-Match-Logs
170,Federico Di Francesco,it,"FW,DF",Bologna,23,1994,17.7,25,14,13,7,5,25,31,25.8,23,313,66,21.1,13,7,5,34,2,0,32,14,39,11,0,/en/players/1fca9171/matchlogs/2017-2018/defense/Federico-Di-Francesco-Match-Logs
171,Davide Di Gennaro,it,MF,Lazio,29,1988,0.1,1,0,1,0,0,1,1,100.0,0,5,0,0.0,1,0,0,0,0,0,0,0,1,0,0,/en/players/951a4ee4/matchlogs/2017-2018/defense/Davide-Di-Gennaro-Match-Logs
172,Cheick Diabaté,ml,"FW,MF",Benevento,29,1988,7.4,1,0,0,1,0,1,3,33.3,2,71,15,21.1,0,1,0,1,0,0,1,0,1,5,0,/en/players/95cfe655/matchlogs/2017-2018/defense/Cheick-Diabate-Match-Logs
173,Moussa Diaby,fr,MF,Crotone,18,1999,0.8,1,0,1,0,0,1,2,50.0,1,23,3,13.0,1,0,0,1,0,0,1,1,2,0,0,/en/players/aeed5c06/matchlogs/2017-2018/defense/Moussa-Diaby-Match-Logs
174,Amadou Diawara,gn,MF,Napoli,20,1997,7.3,14,13,3,10,1,14,6,16.7,5,95,34,35.8,3,10,1,10,2,0,8,11,25,4,0,/en/players/bf309d24/matchlogs/2017-2018/defense/Amadou-Diawara-Match-Logs
175,Berat Djimsiti,al,DF,Benevento,24,1993,30.0,31,19,25,6,0,31,35,48.6,18,231,83,35.9,25,6,0,56,24,0,32,62,93,171,0,/en/players/6eee05f1/matchlogs/2017-2018/defense/Berat-Djimsiti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Gianluigi Donnarumma,it,GK,Milan,18,1999,38.0,1,0,1,0,0,1,1,100.0,0,1,0,0.0,1,0,0,0,0,0,0,2,3,1,3,/en/players/08f5afaa/matchlogs/2017-2018/defense/Gianluigi-Donnarumma-Match-Logs
177,Godfred Donsah,gh,MF,Bologna,21,1996,19.9,32,22,14,14,4,32,19,47.4,10,356,94,26.4,14,14,4,31,0,0,31,20,52,38,0,/en/players/384dd218/matchlogs/2017-2018/defense/Godfred-Donsah-Match-Logs
178,Bartłomiej Drągowski,pl,GK,Fiorentina,19,1997,2.4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/085e71a7/matchlogs/2017-2018/defense/Bartlomiej-Dragowski-Match-Logs
179,Boukary Dramé,sn,"DF,MF",SPAL,32,1985,1.1,3,2,2,1,0,3,0,,0,8,3,37.5,2,1,0,2,0,0,2,2,5,1,0,/en/players/a5cd894b/matchlogs/2017-2018/defense/Boukary-Drame-Match-Logs
180,Alfred Duncan,gh,MF,Sassuolo,24,1993,21.6,39,31,15,18,6,39,44,34.1,29,503,152,30.2,15,18,6,43,2,0,41,26,65,26,1,/en/players/528492ea/matchlogs/2017-2018/defense/Alfred-Duncan-Match-Logs
181,Noë Dussenne,be,DF,Crotone,25,1992,0.9,0,0,0,0,0,0,0,,0,11,0,0.0,0,0,0,2,0,0,2,3,3,2,0,/en/players/8b9b8e43/matchlogs/2017-2018/defense/Noe-Dussenne-Match-Logs
182,Paulo Dybala,ar,"MF,FW",Juventus,23,1993,26.1,20,16,5,10,5,20,35,17.1,29,408,102,25.0,5,10,5,26,0,0,26,12,32,4,0,/en/players/e0921a4f/matchlogs/2017-2018/defense/Paulo-Dybala-Match-Logs
183,Edin Džeko,ba,FW,Roma,31,1986,33.5,19,10,1,8,10,19,18,27.8,13,419,111,26.5,1,8,10,16,5,0,11,4,23,35,0,/en/players/3bb7f478/matchlogs/2017-2018/defense/Edin-Dzeko-Match-Logs
184,Blerim Džemaili,ch,MF,Bologna,31,1986,13.3,30,19,9,16,5,30,33,33.3,22,243,66,27.2,9,16,5,19,3,0,16,17,47,13,0,/en/players/756959aa/matchlogs/2017-2018/defense/Blerim-Dzemaili-Match-Logs
185,Éder,it,"FW,MF",Inter,30,1986,8.9,9,4,1,3,5,9,7,14.3,6,182,36,19.8,1,3,5,6,2,0,4,7,16,2,0,/en/players/5a325298/matchlogs/2017-2018/defense/Eder-Match-Logs
186,Simone Edera,it,FW,Torino,20,1997,3.6,6,5,4,2,0,6,11,27.3,8,105,23,21.9,4,2,0,2,0,0,2,1,7,2,0,/en/players/8697c095/matchlogs/2017-2018/defense/Simone-Edera-Match-Logs
187,Valentin Eysseric,fr,"FW,MF",Fiorentina,25,1992,7.8,19,13,9,5,5,19,21,42.9,12,156,46,29.5,9,5,5,10,1,0,9,4,23,4,0,/en/players/ae82fa48/matchlogs/2017-2018/defense/Valentin-Eysseric-Match-Logs
188,Diego Falcinelli,it,"FW,MF",Fiorentina,26,1991,4.9,3,2,1,2,0,3,3,33.3,2,94,31,33.0,1,2,0,3,0,0,3,1,4,3,0,/en/players/a39b9ef6/matchlogs/2017-2018/defense/Diego-Falcinelli-Match-Logs
189,Diego Falcinelli,it,FW,Sassuolo,26,1991,14.6,7,5,2,3,2,7,15,13.3,13,281,70,24.9,2,3,2,17,3,0,14,3,10,4,1,/en/players/a39b9ef6/matchlogs/2017-2018/defense/Diego-Falcinelli-Match-Logs
190,Cesar Falletti,uy,"FW,MF",Bologna,24,1992,3.6,11,8,5,5,1,11,9,55.6,4,65,20,30.8,5,5,1,9,0,0,9,0,11,0,0,/en/players/00823e9a/matchlogs/2017-2018/defense/Cesar-Falletti-Match-Logs
191,Iago Falque,es,FW,Torino,27,1990,31.3,45,25,19,16,10,45,55,20.0,44,581,161,27.7,19,16,10,29,1,0,28,19,64,14,1,/en/players/440c84ed/matchlogs/2017-2018/defense/Iago-Falque-Match-Logs
192,Paolo Faragò,it,"DF,MF",Cagliari,24,1993,27.3,103,69,55,34,14,103,71,35.2,46,515,197,38.3,55,34,14,56,3,0,53,26,129,77,1,/en/players/9085dd7c/matchlogs/2017-2018/defense/Paolo-Farago-Match-Logs
193,Davide Faraoni,it,DF,Crotone,25,1991,19.5,57,35,35,19,3,57,58,44.8,32,282,85,30.1,35,19,3,51,9,1,42,60,117,62,0,/en/players/aae9d04a/matchlogs/2017-2018/defense/Davide-Faraoni-Match-Logs
194,Mohamed Fares,dz,"DF,MF",Hellas Verona,21,1996,28.9,58,33,34,20,4,58,50,42.0,29,512,151,29.5,34,20,4,68,6,0,62,55,113,117,1,/en/players/b7a5bc86/matchlogs/2017-2018/defense/Mohamed-Fares-Match-Logs
195,Diego Farias,br,"FW,MF",Cagliari,27,1990,17.9,24,10,2,11,11,24,26,15.4,22,322,79,24.5,2,11,11,16,0,0,16,9,33,3,0,/en/players/157d29b6/matchlogs/2017-2018/defense/Diego-Farias-Match-Logs
196,Federico Fazio,ar,DF,Roma,30,1987,32.5,48,28,32,14,2,48,34,67.6,11,220,82,37.3,32,14,2,44,27,2,17,49,97,148,2,/en/players/4e358a2d/matchlogs/2017-2018/defense/Federico-Fazio-Match-Logs
197,Luiz Felipe,br,DF,Lazio,20,1997,13.0,39,23,22,17,0,39,23,39.1,14,146,43,29.5,22,17,0,39,15,0,24,22,61,33,0,/en/players/15d0c248/matchlogs/2017-2018/defense/Luiz-Felipe-Match-Logs
198,Alex Ferrari,it,DF,Hellas Verona,23,1994,23.7,77,53,45,22,10,77,80,51.3,39,353,113,32.0,45,22,10,58,18,2,40,51,128,101,1,/en/players/d0dbca9f/matchlogs/2017-2018/defense/Alex-Ferrari-Match-Logs
199,Gian Filippo Felicioli,it,"FW,DF",Hellas Verona,19,1997,3.1,11,5,5,3,3,11,9,55.6,4,62,14,22.6,5,3,3,2,0,0,2,5,16,0,0,/en/players/ff219f73/matchlogs/2017-2018/defense/Gian-Filippo-Felicioli-Match-Logs
200,Sergio Floccari,it,"FW,MF",SPAL,35,1981,9.8,17,15,10,6,1,17,12,41.7,7,150,46,30.7,10,6,1,7,2,0,5,1,18,7,0,/en/players/df301450/matchlogs/2017-2018/defense/Sergio-Floccari-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Alessandro Florenzi,it,DF,Roma,26,1991,26.5,37,25,20,13,4,37,52,30.8,36,320,84,26.3,20,13,4,46,7,1,39,45,82,43,3,/en/players/e288d4b3/matchlogs/2017-2018/defense/Alessandro-Florenzi-Match-Logs
202,Seko Fofana,ci,MF,Udinese,22,1995,20.8,19,16,8,9,2,19,24,20.8,19,362,84,23.2,8,9,2,31,3,0,28,27,46,27,0,/en/players/5313ed43/matchlogs/2017-2018/defense/Seko-Fofana-Match-Logs
203,Marco Fossati,it,MF,Hellas Verona,24,1992,12.2,27,18,13,12,2,27,43,32.6,29,215,42,19.5,13,12,2,25,5,0,20,20,47,27,0,/en/players/39bec070/matchlogs/2017-2018/defense/Marco-Fossati-Match-Logs
204,Remo Freuler,ch,MF,Atalanta,25,1992,33.4,96,54,37,41,18,96,96,21.9,75,754,233,30.9,37,41,18,65,12,0,53,29,125,24,0,/en/players/98d2c2c4/matchlogs/2017-2018/defense/Remo-Freuler-Match-Logs
205,Roberto Gagliardini,it,MF,Inter,23,1994,22.1,66,45,30,29,7,66,59,30.5,41,474,135,28.5,30,29,7,18,1,0,17,47,113,37,0,/en/players/ce30bfc8/matchlogs/2017-2018/defense/Roberto-Gagliardini-Match-Logs
206,Andrey Galabinov,bg,FW,Genoa,28,1988,12.5,12,9,1,8,3,12,1,0.0,1,232,62,26.7,1,8,3,13,3,0,10,3,15,7,0,/en/players/0a1efd3c/matchlogs/2017-2018/defense/Andrey-Galabinov-Match-Logs
207,Alessandro Gamberini,it,DF,Chievo,35,1981,20.2,19,7,17,2,0,19,14,50.0,7,137,34,24.8,17,2,0,45,26,1,19,18,37,119,0,/en/players/8ec95452/matchlogs/2017-2018/defense/Alessandro-Gamberini-Match-Logs
208,Luca Garritano,it,"MF,FW",Chievo,23,1994,2.1,6,5,2,2,2,6,5,0.0,5,70,20,28.6,2,2,2,4,0,0,4,2,8,3,0,/en/players/1ceeae3e/matchlogs/2017-2018/defense/Luca-Garritano-Match-Logs
209,Bruno Gaspar,ao,DF,Fiorentina,24,1993,8.7,22,11,14,6,2,22,12,58.3,5,155,43,27.7,14,6,2,18,1,0,17,13,35,17,0,/en/players/55ae91f0/matchlogs/2017-2018/defense/Bruno-Gaspar-Match-Logs
210,Gianluca Gaudino,de,MF,Chievo,20,1996,0.2,0,0,0,0,0,0,0,,0,7,1,14.3,0,0,0,1,0,0,1,0,0,0,0,/en/players/0d72fbca/matchlogs/2017-2018/defense/Gianluca-Gaudino-Match-Logs
211,Marcello Gazzola,it,DF,Sassuolo,32,1985,8.2,8,2,5,3,0,8,12,41.7,7,56,11,19.6,5,3,0,12,2,0,10,7,15,29,0,/en/players/93390969/matchlogs/2017-2018/defense/Marcello-Gazzola-Match-Logs
212,Santiago Gentiletti,ar,DF,Genoa,32,1985,3.2,3,3,3,0,0,3,2,50.0,1,16,2,12.5,3,0,0,3,0,0,3,5,8,9,2,/en/players/4ac07e1b/matchlogs/2017-2018/defense/Santiago-Gentiletti-Match-Logs
213,Gerson,br,"MF,FW",Roma,20,1997,10.1,20,16,7,12,1,20,10,30.0,7,193,58,30.1,7,12,1,18,2,0,16,13,33,9,0,/en/players/8827bf46/matchlogs/2017-2018/defense/Gerson-Match-Logs
214,Faouzi Ghoulam,dz,DF,Napoli,26,1991,10.9,10,5,3,7,0,10,7,42.9,4,77,25,32.5,3,7,0,17,1,0,16,13,23,8,0,/en/players/c5adc293/matchlogs/2017-2018/defense/Faouzi-Ghoulam-Match-Logs
215,Emanuele Giaccherini,it,FW,Napoli,32,1985,0.7,1,1,0,1,0,1,0,,0,19,5,26.3,0,1,0,0,0,0,0,0,1,0,0,/en/players/1c50f354/matchlogs/2017-2018/defense/Emanuele-Giaccherini-Match-Logs
