Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
375,Simone Muratore,it,MF,Juventus,21,1998,1.8,7,3.82,6,0,0,1,0,0,0.00,6,0,0,1,0,0,/en/players/04989945/matchlogs/2019-2020/gca/Simone-Muratore-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
376,Alessandro Murgia,it,MF,SPAL,22,1996,19.4,53,2.73,32,18,0,1,2,2,0.10,32,18,0,1,2,0,/en/players/fb2c533b/matchlogs/2019-2020/gca/Alessandro-Murgia-Match-Logs
377,Luis Muriel,co,FW,Atalanta,28,1991,14.0,73,5.21,51,6,7,5,4,7,0.50,51,6,7,5,4,0,/en/players/eb2fe5b6/matchlogs/2019-2020/gca/Luis-Muriel-Match-Logs
378,Jeison Murillo,co,DF,Sampdoria,27,1992,7.4,5,0.68,3,0,2,0,0,0,0.00,3,0,2,0,0,0,/en/players/b233e8e4/matchlogs/2019-2020/gca/Jeison-Murillo-Match-Logs
379,Nicola Murru,it,DF,Sampdoria,24,1994,25.1,42,1.67,34,4,4,0,0,1,0.04,34,4,4,0,0,0,/en/players/d183e9d6/matchlogs/2019-2020/gca/Nicola-Murru-Match-Logs
380,Mateo Musacchio,ar,DF,Milan,28,1990,16.3,17,1.04,16,0,0,1,0,0,0.00,16,0,0,1,0,0,/en/players/91899ca8/matchlogs/2019-2020/gca/Mateo-Musacchio-Match-Logs
381,Juan Musso,ar,GK,Udinese,25,1994,38.0,3,0.08,1,2,0,0,0,0,0.00,1,2,0,0,0,0,/en/players/a111cf41/matchlogs/2019-2020/gca/Juan-Musso-Match-Logs
382,Radja Nainggolan,be,"MF,FW",Cagliari,31,1988,23.0,92,4.00,73,5,6,7,1,12,0.52,73,5,6,7,1,0,/en/players/1f9328da/matchlogs/2019-2020/gca/Radja-Nainggolan-Match-Logs
383,Nahitan Nández,uy,"MF,DF",Cagliari,23,1995,32.2,84,2.61,64,3,9,2,6,6,0.19,64,3,9,2,6,0,/en/players/95facda1/matchlogs/2019-2020/gca/Nahitan-Nandez-Match-Logs
384,Michel Ndary Adopo,fr,DF,Torino,19,2000,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/599d91d0/matchlogs/2019-2020/gca/Michel-Ndary-Adopo-Match-Logs
385,Emanuele Ndoj,al,MF,Brescia,22,1996,6.2,15,2.43,10,0,1,1,3,1,0.16,10,0,1,1,3,0,/en/players/482145e9/matchlogs/2019-2020/gca/Emanuele-Ndoj-Match-Logs
386,Ilija Nestorovski,mk,FW,Udinese,29,1990,13.9,34,2.45,26,0,5,2,1,3,0.22,26,0,5,2,1,0,/en/players/b1236c63/matchlogs/2019-2020/gca/Ilija-Nestorovski-Match-Logs
387,Nicolas Nkoulou,cm,DF,Torino,29,1990,29.9,8,0.27,7,0,0,1,0,1,0.03,7,0,0,1,0,0,/en/players/93cf32a8/matchlogs/2019-2020/gca/Nicolas-Nkoulou-Match-Logs
388,Bram Nuytinck,nl,DF,Udinese,29,1990,24.7,14,0.57,13,0,0,1,0,0,0.00,13,0,0,1,0,0,/en/players/e33f36d5/matchlogs/2019-2020/gca/Bram-Nuytinck-Match-Logs
389,Pedro Obiang,gq,MF,Sassuolo,27,1992,18.6,30,1.61,25,0,1,3,1,2,0.11,25,0,1,3,1,0,/en/players/ba1e04b3/matchlogs/2019-2020/gca/Pedro-Obiang-Match-Logs
390,Stefano Okaka,it,FW,Udinese,29,1989,26.8,65,2.42,48,0,9,6,2,6,0.22,48,0,9,6,2,0,/en/players/601ef102/matchlogs/2019-2020/gca/Stefano-Okaka-Match-Logs
391,Christian Oliva,uy,MF,Cagliari,23,1996,5.2,9,1.73,8,1,0,0,0,3,0.58,8,1,0,0,0,0,/en/players/d3b888e3/matchlogs/2019-2020/gca/Christian-Oliva-Match-Logs
392,Maximiliano Olivera,uy,DF,Fiorentina,27,1992,0.1,1,10.00,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/32a33c68/matchlogs/2019-2020/gca/Maximiliano-Olivera-Match-Logs
393,Marco Olivieri,it,FW,Juventus,20,1999,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/f5ba8903/matchlogs/2019-2020/gca/Marco-Olivieri-Match-Logs
394,Robin Olsen,se,GK,Cagliari,29,1990,16.9,1,0.06,0,1,0,0,0,0,0.00,0,1,0,0,0,0,/en/players/e7ee38c3/matchlogs/2019-2020/gca/Robin-Olsen-Match-Logs
395,Nicholas Opoku,gh,DF,Udinese,21,1997,5.3,,,,,,,,,,,,,,,,/en/players/b871bf55/matchlogs/2019-2020/gca/Nicholas-Opoku-Match-Logs
396,Riccardo Orsolini,it,"FW,MF",Bologna,22,1997,29.8,109,3.66,59,16,17,5,12,12,0.40,59,16,17,5,12,0,/en/players/e14ec482/matchlogs/2019-2020/gca/Riccardo-Orsolini-Match-Logs
397,David Ospina,co,GK,Napoli,30,1988,16.3,2,0.12,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/82b1198a/matchlogs/2019-2020/gca/David-Ospina-Match-Logs
398,Daniele Padelli,it,GK,Inter,33,1985,3.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/cf1c23d8/matchlogs/2019-2020/gca/Daniele-Padelli-Match-Logs
399,Marko Pajač,hr,DF,Genoa,26,1993,8.4,20,2.37,15,2,2,0,1,0,0.00,15,2,2,0,1,0,/en/players/5df4ef30/matchlogs/2019-2020/gca/Marko-Pajac-Match-Logs
400,Rodrigo Palacio,ar,FW,Bologna,37,1982,28.0,87,3.11,76,0,6,2,2,9,0.32,76,0,6,2,2,1,/en/players/8d8178ac/matchlogs/2019-2020/gca/Rodrigo-Palacio-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
401,Alberto Paloschi,it,FW,SPAL,29,1990,4.9,10,2.05,5,0,0,1,4,0,0.00,5,0,0,1,4,0,/en/players/b5cae4e6/matchlogs/2019-2020/gca/Alberto-Paloschi-Match-Logs
402,Alberto Paloschi,it,"FW,MF",Cagliari,29,1990,2.3,2,0.88,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/b5cae4e6/matchlogs/2019-2020/gca/Alberto-Paloschi-Match-Logs
403,Martin Palumbo,no,MF,Udinese,17,2002,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/f8d41a8c/matchlogs/2019-2020/gca/Martin-Palumbo-Match-Logs
404,Goran Pandev,mk,"FW,MF",Genoa,36,1983,18.7,63,3.36,46,2,6,3,6,11,0.59,46,2,6,3,6,0,/en/players/d711d04f/matchlogs/2019-2020/gca/Goran-Pandev-Match-Logs
405,Andrea Papetti,it,DF,Brescia,17,2002,10.2,2,0.20,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/4195b8b6/matchlogs/2019-2020/gca/Andrea-Papetti-Match-Logs
406,Lucas Paquetá,br,"MF,FW",Milan,21,1997,12.3,43,3.51,32,1,6,3,1,3,0.24,32,1,6,3,1,0,/en/players/9b6f7fd5/matchlogs/2019-2020/gca/Lucas-Paqueta-Match-Logs
407,Marco Parolo,it,MF,Lazio,34,1985,18.9,19,1.01,16,1,0,1,1,1,0.05,16,1,0,1,1,0,/en/players/ed5886d2/matchlogs/2019-2020/gca/Marco-Parolo-Match-Logs
408,Mario Pašalić,hr,"MF,FW",Atalanta,24,1995,26.9,78,2.90,68,2,3,5,0,9,0.34,68,2,3,5,0,0,/en/players/e599253a/matchlogs/2019-2020/gca/Mario-Pasalic-Match-Logs
409,Javier Pastore,ar,MF,Roma,30,1989,5.7,21,3.68,15,0,4,2,0,1,0.18,15,0,4,2,0,0,/en/players/881ef58c/matchlogs/2019-2020/gca/Javier-Pastore-Match-Logs
410,Patric,es,DF,Lazio,26,1993,18.6,21,1.13,21,0,0,0,0,4,0.22,21,0,0,0,0,0,/en/players/f7223718/matchlogs/2019-2020/gca/Patric-Match-Logs
411,Leonardo Pavoletti,it,FW,Cagliari,30,1988,0.5,1,2.00,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/d37b0350/matchlogs/2019-2020/gca/Leonardo-Pavoletti-Match-Logs
412,Nehuén Paz,ar,DF,Bologna,26,1993,1.3,1,0.76,1,0,0,0,0,1,0.76,1,0,0,0,0,0,/en/players/42b1a58a/matchlogs/2019-2020/gca/Nehuen-Paz-Match-Logs
413,Nehuén Paz,ar,DF,Lecce,26,1993,9.4,1,0.11,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/42b1a58a/matchlogs/2019-2020/gca/Nehuen-Paz-Match-Logs
414,Giampaolo Pazzini,it,FW,Hellas Verona,34,1984,3.4,7,2.05,6,0,0,1,0,2,0.59,6,0,0,1,0,0,/en/players/6ca663b4/matchlogs/2019-2020/gca/Giampaolo-Pazzini-Match-Logs
415,Pedro,br,FW,Fiorentina,22,1997,0.7,1,1.43,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/1ab6fad3/matchlogs/2019-2020/gca/Pedro-Match-Logs
416,João Pedro,br,"FW,MF",Cagliari,27,1992,35.0,72,2.06,55,1,2,5,9,11,0.31,55,1,2,5,9,0,/en/players/81255c03/matchlogs/2019-2020/gca/Joao-Pedro-Match-Logs
417,Daouda Peeters,be,MF,Juventus,20,1999,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/e83f8ebb/matchlogs/2019-2020/gca/Daouda-Peeters-Match-Logs
418,Gianluca Pegolo,it,GK,Sassuolo,38,1981,5.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/f058ed1f/matchlogs/2019-2020/gca/Gianluca-Pegolo-Match-Logs
419,Lorenzo Pellegrini,it,MF,Roma,23,1996,23.3,135,5.79,84,33,4,2,11,21,0.90,84,33,4,2,11,1,/en/players/4a5a45c7/matchlogs/2019-2020/gca/Lorenzo-Pellegrini-Match-Logs
420,Luca Pellegrini,it,DF,Cagliari,20,1999,21.2,48,2.26,36,3,6,1,2,8,0.38,36,3,6,1,2,0,/en/players/3b61c9ec/matchlogs/2019-2020/gca/Luca-Pellegrini-Match-Logs
421,Federico Peluso,it,DF,Sassuolo,35,1984,16.8,7,0.42,6,0,0,1,0,2,0.12,6,0,0,1,0,0,/en/players/4f2908e5/matchlogs/2019-2020/gca/Federico-Peluso-Match-Logs
422,Gastón Pereiro,uy,"MF,FW",Cagliari,24,1995,3.9,6,1.55,3,0,3,0,0,0,0.00,3,0,3,0,0,0,/en/players/7ec7738e/matchlogs/2019-2020/gca/Gaston-Pereiro-Match-Logs
423,Bruno Peres,br,DF,Roma,29,1990,11.7,30,2.56,22,1,2,2,3,5,0.43,22,1,2,2,3,0,/en/players/852351df/matchlogs/2019-2020/gca/Bruno-Peres-Match-Logs
424,Carles Pérez,es,"FW,MF",Roma,21,1998,6.3,26,4.13,13,4,4,3,2,5,0.80,13,4,4,3,2,0,/en/players/a8f21b9f/matchlogs/2019-2020/gca/Carles-Perez-Match-Logs
425,Mattia Perin,it,GK,Genoa,26,1992,21.0,2,0.10,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/4c62d0c8/matchlogs/2019-2020/gca/Mattia-Perin-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
426,Diego Perotti,ar,"FW,MF",Roma,31,1988,9.7,39,4.01,26,3,5,0,5,3,0.31,26,3,5,0,5,0,/en/players/a40d5a0c/matchlogs/2019-2020/gca/Diego-Perotti-Match-Logs
427,Matteo Pessina,it,"MF,FW",Hellas Verona,22,1997,27.7,48,1.74,37,2,1,4,4,2,0.07,37,2,1,4,4,0,/en/players/780e3631/matchlogs/2019-2020/gca/Matteo-Pessina-Match-Logs
428,Andrea Petagna,it,FW,SPAL,24,1995,33.7,86,2.55,68,1,7,2,8,1,0.03,68,1,7,2,8,0,/en/players/03f946ed/matchlogs/2019-2020/gca/Andrea-Petagna-Match-Logs
429,Jacopo Petriccione,it,MF,Lecce,24,1995,23.8,85,3.58,67,16,0,0,2,8,0.34,67,16,0,0,2,0,/en/players/909bce7f/matchlogs/2019-2020/gca/Jacopo-Petriccione-Match-Logs
430,Germán Pezzella,ar,DF,Fiorentina,28,1991,31.4,18,0.57,13,1,0,2,2,3,0.10,13,1,0,2,2,0,/en/players/8c725b43/matchlogs/2019-2020/gca/German-Pezzella-Match-Logs
431,Giuseppe Pezzella,it,DF,Parma,21,1997,10.5,15,1.42,11,2,0,0,2,1,0.09,11,2,0,0,2,0,/en/players/149c5f5d/matchlogs/2019-2020/gca/Giuseppe-Pezzella-Match-Logs
432,Giuseppe Pezzella,it,DF,Udinese,21,1997,0.9,3,3.38,2,1,0,0,0,0,0.00,2,1,0,0,0,0,/en/players/149c5f5d/matchlogs/2019-2020/gca/Giuseppe-Pezzella-Match-Logs
433,Krzysztof Piątek,pl,FW,Milan,24,1995,13.1,29,2.21,20,0,2,2,4,4,0.30,20,0,2,2,4,1,/en/players/17f3620a/matchlogs/2019-2020/gca/Krzysztof-Piatek-Match-Logs
434,Stefano Piccinini,it,DF,Sassuolo,16,2002,0.1,1,10.00,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/6010ba04/matchlogs/2019-2020/gca/Stefano-Piccinini-Match-Logs
435,Roberto Piccoli,it,FW,Atalanta,18,2001,0.2,1,5.29,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/1cadaf34/matchlogs/2019-2020/gca/Roberto-Piccoli-Match-Logs
436,Andrea Pinamonti,it,FW,Genoa,20,1999,24.8,42,1.69,25,1,3,6,7,5,0.20,25,1,3,6,7,0,/en/players/08aa9cd1/matchlogs/2019-2020/gca/Andrea-Pinamonti-Match-Logs
437,Simone Pinna,it,DF,Cagliari,21,1997,1.0,3,3.00,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/6523afa4/matchlogs/2019-2020/gca/Simone-Pinna-Match-Logs
438,Carlo Pinsoglio,it,GK,Juventus,29,1990,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/f6a06749/matchlogs/2019-2020/gca/Carlo-Pinsoglio-Match-Logs
439,Lorenzo Pirola,it,DF,Inter,17,2002,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/caec77da/matchlogs/2019-2020/gca/Lorenzo-Pirola-Match-Logs
440,Fabio Pisacane,it,DF,Cagliari,33,1986,27.1,10,0.37,10,0,0,0,0,1,0.04,10,0,0,0,0,0,/en/players/56400c01/matchlogs/2019-2020/gca/Fabio-Pisacane-Match-Logs
441,Miralem Pjanić,ba,MF,Juventus,29,1990,25.3,94,3.72,66,22,1,1,3,10,0.40,66,22,1,1,3,1,/en/players/ad6df2d5/matchlogs/2019-2020/gca/Miralem-Pjanic-Match-Logs
442,Andrea Poli,it,MF,Bologna,29,1989,21.3,42,1.97,34,2,1,5,0,1,0.05,34,2,1,5,0,0,/en/players/b3fd7075/matchlogs/2019-2020/gca/Andrea-Poli-Match-Logs
443,Matteo Politano,it,FW,Napoli,25,1993,8.3,39,4.72,26,6,5,1,1,4,0.48,26,6,5,1,1,0,/en/players/5e861944/matchlogs/2019-2020/gca/Matteo-Politano-Match-Logs
444,Matteo Politano,it,FW,Inter,25,1993,2.9,21,7.30,11,1,4,2,3,0,0.00,11,1,4,2,3,0,/en/players/5e861944/matchlogs/2019-2020/gca/Matteo-Politano-Match-Logs
445,Erick Pulgar,cl,MF,Fiorentina,25,1994,32.8,120,3.66,59,56,0,3,2,10,0.31,59,56,0,3,2,0,/en/players/4611e028/matchlogs/2019-2020/gca/Erick-Pulgar-Match-Logs
446,Ignacio Pussetto,ar,"FW,DF",Udinese,23,1995,3.8,19,5.01,15,1,2,0,1,0,0.00,15,1,2,0,1,0,/en/players/62437b4f/matchlogs/2019-2020/gca/Ignacio-Pussetto-Match-Logs
447,Fabio Quagliarella,it,FW,Sampdoria,36,1983,25.3,76,3.01,54,0,3,10,9,8,0.32,54,0,3,10,9,0,/en/players/ee4f2f3b/matchlogs/2019-2020/gca/Fabio-Quagliarella-Match-Logs
448,Adrien Rabiot,fr,MF,Juventus,24,1995,21.2,48,2.26,38,0,2,3,5,5,0.24,38,0,2,3,5,0,/en/players/8794e251/matchlogs/2019-2020/gca/Adrien-Rabiot-Match-Logs
449,Ivan Radovanović,rs,MF,Genoa,30,1988,14.6,24,1.64,21,1,0,2,0,2,0.14,21,1,0,2,0,0,/en/players/023937a9/matchlogs/2019-2020/gca/Ivan-Radovanovic-Match-Logs
450,Ionuț Radu,ro,GK,Genoa,22,1997,17.0,4,0.24,4,0,0,0,0,2,0.12,4,0,0,0,0,0,/en/players/67f649be/matchlogs/2019-2020/gca/Ionut-Radu-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
451,Ștefan Radu,ro,DF,Lazio,32,1986,25.6,20,0.78,20,0,0,0,0,0,0.00,20,0,0,0,0,0,/en/players/53de807a/matchlogs/2019-2020/gca/Stefan-Radu-Match-Logs
452,Boris Radunović,rs,GK,Hellas Verona,23,1996,3.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/0dfce079/matchlogs/2019-2020/gca/Boris-Radunovic-Match-Logs
453,Rafael,br,GK,Cagliari,37,1982,5.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/dd06d56c/matchlogs/2019-2020/gca/Rafael-Match-Logs
454,Daniele Ragatzu,it,"MF,FW",Cagliari,27,1991,3.5,16,4.60,13,0,3,0,0,0,0.00,13,0,3,0,0,0,/en/players/282b3a4d/matchlogs/2019-2020/gca/Daniele-Ragatzu-Match-Logs
455,Gastón Ramírez,uy,"MF,FW",Sampdoria,28,1990,15.5,75,4.85,34,24,3,2,12,4,0.26,34,24,3,2,12,0,/en/players/2c851997/matchlogs/2019-2020/gca/Gaston-Ramirez-Match-Logs
456,Aaron Ramsey,wal,MF,Juventus,28,1990,11.7,44,3.77,40,0,2,0,2,4,0.34,40,0,2,0,2,0,/en/players/ef619b0b/matchlogs/2019-2020/gca/Aaron-Ramsey-Match-Logs
457,Luca Ranieri,it,DF,Fiorentina,20,1999,2.6,8,3.10,6,0,2,0,0,0,0.00,6,0,2,0,0,0,/en/players/8c63fae5/matchlogs/2019-2020/gca/Luca-Ranieri-Match-Logs
458,Andrea Ranocchia,it,DF,Inter,31,1988,5.8,2,0.34,1,0,0,1,0,0,0.00,1,0,0,1,0,0,/en/players/539230cf/matchlogs/2019-2020/gca/Andrea-Ranocchia-Match-Logs
459,Giacomo Raspadori,it,"MF,FW",Sassuolo,19,2000,2.9,12,4.09,11,0,1,0,0,0,0.00,11,0,1,0,0,0,/en/players/6e058f06/matchlogs/2019-2020/gca/Giacomo-Raspadori-Match-Logs
460,Ante Rebić,hr,FW,Milan,25,1993,15.5,58,3.74,43,0,6,5,4,9,0.58,43,0,6,5,4,0,/en/players/536cebe5/matchlogs/2019-2020/gca/Ante-Rebic-Match-Logs
461,Arkadiusz Reca,pl,DF,SPAL,24,1995,21.4,43,2.01,29,6,5,2,1,4,0.19,29,6,5,2,1,0,/en/players/6213fd82/matchlogs/2019-2020/gca/Arkadiusz-Reca-Match-Logs
462,Vasco Regini,it,DF,Sampdoria,28,1990,1.9,1,0.52,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/339c6ed4/matchlogs/2019-2020/gca/Vasco-Regini-Match-Logs
463,Vasco Regini,it,DF,Parma,28,1990,0.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/339c6ed4/matchlogs/2019-2020/gca/Vasco-Regini-Match-Logs
464,Pepe Reina,es,GK,Milan,36,1982,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/e358587b/matchlogs/2019-2020/gca/Pepe-Reina-Match-Logs
465,Franck Ribéry,fr,FW,Fiorentina,36,1983,15.7,83,5.30,59,3,11,3,7,10,0.64,59,3,11,3,7,0,/en/players/f61c7c4e/matchlogs/2019-2020/gca/Franck-Ribery-Match-Logs
466,Davide Riccardi,it,DF,Lecce,23,1996,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/7b4b9221/matchlogs/2019-2020/gca/Davide-Riccardi-Match-Logs
467,Emiliano Rigoni,ar,"MF,FW",Sampdoria,26,1993,4.8,24,5.01,12,7,2,2,1,2,0.42,12,7,2,2,1,0,/en/players/a1216563/matchlogs/2019-2020/gca/Emiliano-Rigoni-Match-Logs
468,Tomás Rincón,ve,MF,Torino,31,1988,30.0,46,1.53,41,2,0,0,2,4,0.13,41,2,0,0,2,1,/en/players/f1cfc209/matchlogs/2019-2020/gca/Tomas-Rincon-Match-Logs
469,Andrea Rispoli,it,DF,Lecce,30,1988,21.2,30,1.41,26,4,0,0,0,0,0.00,26,4,0,0,0,0,/en/players/39ee6cb6/matchlogs/2019-2020/gca/Andrea-Rispoli-Match-Logs
470,Ricardo Rodríguez,ch,DF,Milan,26,1992,4.3,5,1.17,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/7f78ad23/matchlogs/2019-2020/gca/Ricardo-Rodriguez-Match-Logs
471,Marko Rog,hr,MF,Cagliari,24,1995,25.7,68,2.64,45,6,6,5,6,8,0.31,45,6,6,5,6,0,/en/players/b6b2b820/matchlogs/2019-2020/gca/Marko-Rog-Match-Logs
472,Rogério,br,DF,Sassuolo,21,1998,11.3,27,2.39,20,2,0,3,2,3,0.27,20,2,0,3,2,0,/en/players/10e7f486/matchlogs/2019-2020/gca/Rogerio-Match-Logs
473,Filippo Romagna,it,DF,Sassuolo,22,1997,16.4,12,0.73,12,0,0,0,0,1,0.06,12,0,0,0,0,0,/en/players/84594618/matchlogs/2019-2020/gca/Filippo-Romagna-Match-Logs
474,Alessio Romagnoli,it,DF,Milan,24,1995,34.3,30,0.87,24,1,1,2,2,3,0.09,24,1,1,2,2,0,/en/players/3ead85f9/matchlogs/2019-2020/gca/Alessio-Romagnoli-Match-Logs
475,Cristian Romero,ar,DF,Genoa,21,1998,28.6,22,0.77,16,0,2,1,3,4,0.14,16,0,2,1,3,0,/en/players/a3d94a58/matchlogs/2019-2020/gca/Cristian-Romero-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
476,Rômulo,it,MF,Brescia,32,1987,19.1,38,1.98,31,4,0,2,1,3,0.16,31,4,0,2,1,0,/en/players/07abb358/matchlogs/2019-2020/gca/Romulo-Match-Logs
477,Rômulo,it,DF,Genoa,32,1987,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/07abb358/matchlogs/2019-2020/gca/Romulo-Match-Logs
478,Cristiano Ronaldo,pt,FW,Juventus,34,1985,32.4,142,4.38,88,2,16,27,9,19,0.59,88,2,16,27,9,0,/en/players/dea698d9/matchlogs/2019-2020/gca/Cristiano-Ronaldo-Match-Logs
479,Marten de Roon,nl,MF,Atalanta,28,1991,30.2,61,2.02,58,1,0,1,1,10,0.33,58,1,0,1,1,0,/en/players/2a1beb34/matchlogs/2019-2020/gca/Marten-de-Roon-Match-Logs
480,Antonio Rosati,it,GK,Torino,36,1983,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/28a15394/matchlogs/2019-2020/gca/Antonio-Rosati-Match-Logs
481,Luca Rossettini,it,DF,Lecce,34,1985,25.1,8,0.32,8,0,0,0,0,2,0.08,8,0,0,0,0,0,/en/players/47a500ae/matchlogs/2019-2020/gca/Luca-Rossettini-Match-Logs
482,Francesco Rossi,it,GK,Atalanta,28,1991,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/7b5f516f/matchlogs/2019-2020/gca/Francesco-Rossi-Match-Logs
483,Nicolò Rovella,it,MF,Genoa,17,2001,1.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/e58cbfd5/matchlogs/2019-2020/gca/Nicolo-Rovella-Match-Logs
484,Amir Rrahmani,xk,DF,Hellas Verona,25,1994,35.9,30,0.84,23,0,4,3,0,3,0.08,23,0,4,3,0,0,/en/players/4b3e1a38/matchlogs/2019-2020/gca/Amir-Rrahmani-Match-Logs
485,Dion Ruffo Luci,it,MF,Bologna,18,2001,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/f239e6dd/matchlogs/2019-2020/gca/Dion-Ruffo-Luci-Match-Logs
486,Daniele Rugani,it,DF,Juventus,25,1994,7.7,3,0.39,3,0,0,0,0,1,0.13,3,0,0,0,0,0,/en/players/14b8fcdf/matchlogs/2019-2020/gca/Daniele-Rugani-Match-Logs
487,Mário Rui,pt,DF,Napoli,28,1991,21.8,72,3.30,62,3,2,2,3,4,0.18,62,3,2,2,3,0,/en/players/0b5a292a/matchlogs/2019-2020/gca/Mario-Rui-Match-Logs
488,Fabián Ruiz Peña,es,MF,Napoli,23,1996,29.8,111,3.72,100,1,6,2,2,12,0.40,100,1,6,2,2,0,/en/players/c0c7ff58/matchlogs/2019-2020/gca/Fabian-Ruiz-Pena-Match-Logs
489,Stefano Sabelli,it,DF,Brescia,26,1993,35.2,62,1.76,49,5,1,1,6,3,0.09,49,5,1,1,6,0,/en/players/0ccac09c/matchlogs/2019-2020/gca/Stefano-Sabelli-Match-Logs
490,Alexis Saelemaekers,be,"FW,MF",Milan,20,1999,7.6,26,3.42,23,0,0,1,2,2,0.26,23,0,0,1,2,0,/en/players/ee251371/matchlogs/2019-2020/gca/Alexis-Saelemaekers-Match-Logs
491,Jacopo Sala,it,DF,SPAL,27,1991,9.5,17,1.79,13,1,3,0,0,1,0.11,13,1,3,0,0,0,/en/players/da5a981b/matchlogs/2019-2020/gca/Jacopo-Sala-Match-Logs
492,Bartosz Salamon,pl,DF,SPAL,28,1991,3.8,1,0.26,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/9b30df1e/matchlogs/2019-2020/gca/Bartosz-Salamon-Match-Logs
493,Eddy Salcedo,it,"FW,MF",Hellas Verona,17,2001,7.6,19,2.51,14,0,0,3,2,0,0.00,14,0,0,3,2,0,/en/players/0489bb30/matchlogs/2019-2020/gca/Eddy-Salcedo-Match-Logs
494,Antonio Sanabria,py,FW,Genoa,23,1996,15.4,35,2.27,25,0,5,2,3,5,0.32,25,0,5,2,3,0,/en/players/0a447501/matchlogs/2019-2020/gca/Antonio-Sanabria-Match-Logs
495,Alexis Sánchez,cl,FW,Inter,30,1988,10.3,64,6.24,42,12,3,2,5,13,1.27,42,12,3,2,5,0,/en/players/2c0f8e9e/matchlogs/2019-2020/gca/Alexis-Sanchez-Match-Logs
496,Alex Sandro,br,DF,Juventus,28,1991,26.5,70,2.64,58,4,2,1,5,6,0.23,58,4,2,1,5,0,/en/players/0d82903c/matchlogs/2019-2020/gca/Alex-Sandro-Match-Logs
497,Nicola Sansone,it,"FW,MF",Bologna,27,1991,25.2,105,4.16,58,19,13,7,7,12,0.48,58,19,13,7,7,1,/en/players/7eb97a8e/matchlogs/2019-2020/gca/Nicola-Sansone-Match-Logs
498,Federico Santander,py,FW,Bologna,28,1991,8.6,28,3.27,21,0,1,1,4,4,0.47,21,0,1,1,4,1,/en/players/df85d472/matchlogs/2019-2020/gca/Federico-Santander-Match-Logs
499,Davide Santon,it,DF,Roma,28,1991,6.9,5,0.73,3,1,0,0,1,1,0.15,3,1,0,0,1,0,/en/players/88c89891/matchlogs/2019-2020/gca/Davide-Santon-Match-Logs
500,Samir Santos,br,DF,Udinese,24,1994,17.2,10,0.58,9,1,0,0,0,0,0.00,9,1,0,0,0,0,/en/players/92b4758e/matchlogs/2019-2020/gca/Samir-Santos-Match-Logs
