Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
101,Lucas Castro,ar,MF,Cagliari,30,1989,6.7,218,294,74.1,3711,1253,218,294,74.1,218,294,74.1,218,294,74.1,0,0.5,-0.5,8,19,8,3,35,/en/players/56b2957b/matchlogs/2019-2020/passing/Lucas-Castro-Match-Logs
102,Lucas Castro,ar,MF,SPAL,30,1989,4.7,166,213,77.9,2727,771,166,213,77.9,166,213,77.9,166,213,77.9,0,0.3,-0.3,6,22,4,0,28,/en/players/56b2957b/matchlogs/2019-2020/passing/Lucas-Castro-Match-Logs
103,Gaetano Castrovilli,it,MF,Fiorentina,22,1997,29.7,922,1141,80.8,15550,4180,922,1141,80.8,922,1141,80.8,922,1141,80.8,2,2.7,-0.7,35,108,30,5,112,/en/players/0728bebe/matchlogs/2019-2020/passing/Gaetano-Castrovilli-Match-Logs
104,Danilo Cataldi,it,MF,Lazio,24,1994,6.6,377,454,83.0,7610,2821,377,454,83.0,377,454,83.0,377,454,83.0,0,0.6,-0.6,12,58,8,1,61,/en/players/ba3d3bea/matchlogs/2019-2020/passing/Danilo-Cataldi-Match-Logs
105,Federico Ceccherini,it,DF,Fiorentina,27,1992,9.3,346,395,87.6,7129,2703,346,395,87.6,346,395,87.6,346,395,87.6,0,0.0,0.0,1,17,2,0,15,/en/players/d9624b51/matchlogs/2019-2020/passing/Federico-Ceccherini-Match-Logs
106,Christian Celesia,it,DF,Torino,17,2002,0.0,1,1,100.0,19,7,1,1,100.0,1,1,100.0,1,1,100.0,0,0.2,-0.2,1,0,0,0,0,/en/players/d2fd20d6/matchlogs/2019-2020/passing/Christian-Celesia-Match-Logs
107,Luca Ceppitelli,it,DF,Cagliari,29,1989,13.8,403,505,79.8,9983,3663,403,505,79.8,403,505,79.8,403,505,79.8,0,0.1,-0.1,2,21,3,1,16,/en/players/7d50454d/matchlogs/2019-2020/passing/Luca-Ceppitelli-Match-Logs
108,Alberto Cerri,it,FW,SPAL,23,1996,4.7,94,144,65.3,1456,243,94,144,65.3,94,144,65.3,94,144,65.3,0,0.8,-0.8,8,8,5,0,12,/en/players/1079c685/matchlogs/2019-2020/passing/Alberto-Cerri-Match-Logs
109,Alberto Cerri,it,FW,Cagliari,23,1996,2.7,70,103,68.0,1166,110,70,103,68.0,70,103,68.0,70,103,68.0,0,0.2,-0.2,3,3,2,0,4,/en/players/1079c685/matchlogs/2019-2020/passing/Alberto-Cerri-Match-Logs
110,Julian Chabot,de,DF,Sampdoria,21,1998,6.3,205,238,86.1,4419,1377,205,238,86.1,205,238,86.1,205,238,86.1,0,0.0,0.0,0,13,0,0,13,/en/players/ae7058f9/matchlogs/2019-2020/passing/Julian-Chabot-Match-Logs
111,Jhon Chancellor,ve,DF,Brescia,27,1992,24.9,745,849,87.8,16775,4411,745,849,87.8,745,849,87.8,745,849,87.8,0,0.0,0.0,0,18,1,0,29,/en/players/84b6acaa/matchlogs/2019-2020/passing/Jhon-Chancellor-Match-Logs
112,Giorgio Chiellini,it,DF,Juventus,34,1984,2.2,97,106,91.5,2022,587,97,106,91.5,97,106,91.5,97,106,91.5,0,0.0,0.0,0,8,0,0,8,/en/players/e85fb9b8/matchlogs/2019-2020/passing/Giorgio-Chiellini-Match-Logs
113,Federico Chiesa,it,"FW,DF",Fiorentina,21,1997,29.3,609,833,73.1,10231,3230,609,833,73.1,609,833,73.1,609,833,73.1,6,5.4,+0.6,46,37,44,8,111,/en/players/b0f7e36c/matchlogs/2019-2020/passing/Federico-Chiesa-Match-Logs
114,Vlad Chiricheș,ro,DF,Sassuolo,29,1989,7.9,454,488,93.0,9089,3025,454,488,93.0,454,488,93.0,454,488,93.0,0,0.0,0.0,0,23,1,0,21,/en/players/c316607a/matchlogs/2019-2020/passing/Vlad-Chiriches-Match-Logs
115,Luca Cigarini,it,MF,Cagliari,33,1986,17.8,992,1228,80.8,20141,7200,992,1228,80.8,992,1228,80.8,992,1228,80.8,4,3.0,+1.0,42,124,14,0,145,/en/players/ae64d449/matchlogs/2019-2020/passing/Luca-Cigarini-Match-Logs
116,Thiago Cionek,pl,DF,SPAL,33,1986,24.1,1029,1360,75.7,18352,7977,1029,1360,75.7,1029,1360,75.7,1029,1360,75.7,1,1.0,0.0,14,67,18,9,152,/en/players/46f5c54d/matchlogs/2019-2020/passing/Thiago-Cionek-Match-Logs
117,Andrea Cistana,it,DF,Brescia,22,1997,20.4,688,808,85.1,14976,4463,688,808,85.1,688,808,85.1,688,808,85.1,0,0.6,-0.6,5,31,5,0,39,/en/players/fe6a7685/matchlogs/2019-2020/passing/Andrea-Cistana-Match-Logs
118,Denilho Cleonise,nl,FW,Genoa,17,2001,0.5,7,7,100.0,74,12,7,7,100.0,7,7,100.0,7,7,100.0,0,0.0,0.0,0,0,0,0,0,/en/players/91c9de34/matchlogs/2019-2020/passing/Denilho-Cleonise-Match-Logs
119,Ebrima Colley,gm,FW,Atalanta,19,2000,0.9,37,42,88.1,508,92,37,42,88.1,37,42,88.1,37,42,88.1,1,0.6,+0.4,2,2,2,0,3,/en/players/bf356094/matchlogs/2019-2020/passing/Ebrima-Colley-Match-Logs
120,Omar Colley,gm,DF,Sampdoria,26,1992,30.8,1089,1324,82.3,25579,8935,1089,1324,82.3,1089,1324,82.3,1089,1324,82.3,1,0.4,+0.6,6,98,5,1,97,/en/players/8b95acda/matchlogs/2019-2020/passing/Omar-Colley-Match-Logs
121,Simone Colombi,it,GK,Parma,28,1991,4.0,82,98,83.7,1914,1148,82,98,83.7,82,98,83.7,82,98,83.7,0,0.0,0.0,0,0,0,0,0,/en/players/72be9309/matchlogs/2019-2020/passing/Simone-Colombi-Match-Logs
122,Lorenzo Colombo,it,FW,Milan,17,2002,0.1,2,2,100.0,44,20,2,2,100.0,2,2,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,1,/en/players/04df29a5/matchlogs/2019-2020/passing/Lorenzo-Colombo-Match-Logs
123,Andrea Consigli,it,GK,Sassuolo,32,1987,31.0,778,995,78.2,18872,10908,778,995,78.2,778,995,78.2,778,995,78.2,0,0.8,-0.8,4,11,1,0,0,/en/players/8cabdc1e/matchlogs/2019-2020/passing/Andrea-Consigli-Match-Logs
124,Andrea Conti,it,DF,Milan,25,1994,19.2,888,1060,83.8,15360,6156,888,1060,83.8,888,1060,83.8,888,1060,83.8,2,1.5,+0.5,9,93,10,4,110,/en/players/8fef5412/matchlogs/2019-2020/passing/Andrea-Conti-Match-Logs
125,Gabriele Corbo,it,DF,Bologna,19,2000,1.4,53,59,89.8,1177,475,53,59,89.8,53,59,89.8,53,59,89.8,0,0.0,0.0,0,3,0,0,7,/en/players/091795f2/matchlogs/2019-2020/passing/Gabriele-Corbo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Andreas Cornelius,dk,FW,Parma,26,1993,16.6,293,413,70.9,4529,801,293,413,70.9,293,413,70.9,293,413,70.9,3,1.6,+1.4,18,19,6,0,26,/en/players/c693347d/matchlogs/2019-2020/passing/Andreas-Cornelius-Match-Logs
127,Joaquín Correa,ar,"FW,MF",Lazio,24,1994,22.2,578,697,82.9,8842,1719,578,697,82.9,578,697,82.9,578,697,82.9,2,2.8,-0.8,32,31,34,1,67,/en/players/45b9b619/matchlogs/2019-2020/passing/Joaquin-Correa-Match-Logs
128,Angelo da Costa Júnior,br,GK,Bologna,35,1983,1.0,25,28,89.3,575,294,25,28,89.3,25,28,89.3,25,28,89.3,0,0.0,0.0,0,0,0,0,0,/en/players/18736214/matchlogs/2019-2020/passing/Angelo-da-Costa-Junior-Match-Logs
129,Douglas Costa,br,"FW,MF",Juventus,28,1990,8.9,392,490,80.0,7019,1884,392,490,80.0,392,490,80.0,392,490,80.0,4,3.4,+0.6,33,35,13,4,57,/en/players/4fa7cb9b/matchlogs/2019-2020/passing/Douglas-Costa-Match-Logs
130,Alessio Cragno,it,GK,Cagliari,25,1994,16.0,305,475,64.2,9238,6113,305,475,64.2,305,475,64.2,305,475,64.2,0,0.0,0.0,1,4,1,0,0,/en/players/f554e29b/matchlogs/2019-2020/passing/Alessio-Cragno-Match-Logs
131,Domenico Criscito,it,DF,Genoa,32,1986,22.8,964,1250,77.1,20196,7598,964,1250,77.1,964,1250,77.1,964,1250,77.1,0,1.4,-1.4,22,84,31,10,149,/en/players/35dd6d80/matchlogs/2019-2020/passing/Domenico-Criscito-Match-Logs
132,Bryan Cristante,it,MF,Roma,24,1995,18.0,915,1072,85.4,19507,5779,915,1072,85.4,915,1072,85.4,915,1072,85.4,3,1.7,+1.3,21,137,22,0,114,/en/players/16657b95/matchlogs/2019-2020/passing/Bryan-Cristante-Match-Logs
133,Sebastián Cristóforo,uy,MF,Fiorentina,25,1993,1.0,41,49,83.7,737,334,41,49,83.7,41,49,83.7,41,49,83.7,0,0.2,-0.2,3,0,0,0,5,/en/players/3c05c659/matchlogs/2019-2020/passing/Sebastian-Cristoforo-Match-Logs
134,Juan Cuadrado,co,DF,Juventus,31,1988,29.5,2054,2321,88.5,37739,14000,2054,2321,88.5,2054,2321,88.5,2054,2321,88.5,5,4.5,+0.5,45,171,52,19,259,/en/players/0ab1f153/matchlogs/2019-2020/passing/Juan-Cuadrado-Match-Logs
135,Jaume Cuéllar,bo,"FW,MF",SPAL,17,2001,0.8,14,16,87.5,232,14,14,16,87.5,14,16,87.5,14,16,87.5,0,0.0,0.0,0,0,0,0,1,/en/players/934e264d/matchlogs/2019-2020/passing/Jaume-Cuellar-Match-Logs
136,Felipe Curcio,br,DF,Brescia,26,1993,0.1,8,12,66.7,114,53,8,12,66.7,8,12,66.7,8,12,66.7,0,0.0,0.0,0,1,0,0,1,/en/players/8913a9f9/matchlogs/2019-2020/passing/Felipe-Curcio-Match-Logs
137,Patrick Cutrone,it,FW,Fiorentina,21,1998,9.3,120,169,71.0,1694,290,120,169,71.0,120,169,71.0,120,169,71.0,1,1.0,0.0,7,2,8,1,9,/en/players/a4fe8cda/matchlogs/2019-2020/passing/Patrick-Cutrone-Match-Logs
138,Lennart-Marten Czyborra,de,DF,Atalanta,20,1999,0.2,8,10,80.0,104,3,8,10,80.0,8,10,80.0,8,10,80.0,0,0.0,0.0,0,0,0,0,0,/en/players/7ba1f1ef/matchlogs/2019-2020/passing/Lennart-Marten-Czyborra-Match-Logs
139,Marco D'Alessandro,it,"MF,DF",SPAL,28,1991,8.7,191,259,73.7,2865,829,191,259,73.7,191,259,73.7,191,259,73.7,0,1.0,-1.0,14,8,10,3,25,/en/players/060606ec/matchlogs/2019-2020/passing/Marco-DAlessandro-Match-Logs
140,Danilo D'Ambrosio,it,DF,Inter,30,1988,15.6,768,902,85.1,14021,4609,768,902,85.1,768,902,85.1,768,902,85.1,0,1.4,-1.4,8,43,13,3,77,/en/players/44eb9093/matchlogs/2019-2020/passing/Danilo-DAmbrosio-Match-Logs
141,Felice D'Amico,it,MF,Sampdoria,18,2000,0.0,4,5,80.0,49,14,4,5,80.0,4,5,80.0,4,5,80.0,0,0.0,0.0,0,0,0,0,0,/en/players/0c35d28d/matchlogs/2019-2020/passing/Felice-DAmico-Match-Logs
142,Jacopo Da Riva,it,FW,Atalanta,18,2000,0.0,2,2,100.0,24,9,2,2,100.0,2,2,100.0,2,2,100.0,0,0.0,0.0,1,0,0,0,0,/en/players/9591723b/matchlogs/2019-2020/passing/Jacopo-Da-Riva-Match-Logs
143,Bryan Dabo,bf,MF,SPAL,27,1992,12.5,500,578,86.5,8394,1885,500,578,86.5,500,578,86.5,500,578,86.5,4,0.8,+3.2,12,52,5,0,47,/en/players/c53083ad/matchlogs/2019-2020/passing/Bryan-Dabo-Match-Logs
144,Felipe dal Belo,br,DF,SPAL,35,1984,11.1,389,467,83.3,8321,3279,389,467,83.3,389,467,83.3,389,467,83.3,0,0.0,0.0,1,20,3,1,32,/en/players/8cea6319/matchlogs/2019-2020/passing/Felipe-dal-Belo-Match-Logs
145,Christian Dalle Mura,it,MF,Fiorentina,17,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,/en/players/f32df091/matchlogs/2019-2020/passing/Christian-Dalle-Mura-Match-Logs
146,Danilo,br,DF,Juventus,28,1991,16.0,1050,1218,86.2,18748,6022,1050,1218,86.2,1050,1218,86.2,1050,1218,86.2,0,0.6,-0.6,12,87,19,3,112,/en/players/94b2001f/matchlogs/2019-2020/passing/Danilo-Match-Logs
147,Andrea Danzi,it,MF,Hellas Verona,20,1999,0.0,1,1,100.0,23,21,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,/en/players/263b855a/matchlogs/2019-2020/passing/Andrea-Danzi-Match-Logs
148,Matteo Darmian,it,DF,Parma,29,1989,29.8,1208,1521,79.4,23692,9620,1208,1521,79.4,1208,1521,79.4,1208,1521,79.4,1,0.8,+0.2,12,91,11,4,189,/en/players/96e0490d/matchlogs/2019-2020/passing/Matteo-Darmian-Match-Logs
149,Paweł Dawidowicz,pl,DF,Hellas Verona,24,1995,7.7,366,407,89.9,7310,2141,366,407,89.9,366,407,89.9,366,407,89.9,0,0.0,0.0,0,18,1,0,30,/en/players/16bb656a/matchlogs/2019-2020/passing/Pawel-Dawidowicz-Match-Logs
150,Sebastien De Maio,fr,DF,Udinese,32,1987,16.7,533,661,80.6,11243,3817,533,661,80.6,533,661,80.6,533,661,80.6,0,0.0,0.0,0,18,3,1,38,/en/players/952a03fe/matchlogs/2019-2020/passing/Sebastien-De-Maio-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Rodrigo De Paul,ar,MF,Udinese,25,1994,31.4,1377,1843,74.7,28748,7936,1377,1843,74.7,1377,1843,74.7,1377,1843,74.7,6,6.9,-0.9,71,132,66,20,237,/en/players/162efffd/matchlogs/2019-2020/passing/Rodrigo-De-Paul-Match-Logs
152,Mattia De Sciglio,it,DF,Juventus,26,1992,5.2,283,344,82.3,5053,1737,283,344,82.3,283,344,82.3,283,344,82.3,0,0.1,-0.1,2,19,5,0,32,/en/players/ae4e2852/matchlogs/2019-2020/passing/Mattia-De-Sciglio-Match-Logs
153,Lorenzo De Silvestri,it,DF,Torino,31,1988,24.9,693,959,72.3,11993,4997,693,959,72.3,693,959,72.3,693,959,72.3,0,1.6,-1.6,18,46,23,17,140,/en/players/e74f0e59/matchlogs/2019-2020/passing/Lorenzo-De-Silvestri-Match-Logs
154,Grégoire Defrel,mq,"FW,MF",Sassuolo,28,1991,10.9,305,342,89.2,4157,633,305,342,89.2,305,342,89.2,305,342,89.2,3,1.4,+1.6,8,12,7,0,17,/en/players/854ee61a/matchlogs/2019-2020/passing/Gregoire-Defrel-Match-Logs
155,Alessandro Deiola,it,MF,Cagliari,23,1995,0.0,0,1,0.0,0,0,0,1,0.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,/en/players/7f267d66/matchlogs/2019-2020/passing/Alessandro-Deiola-Match-Logs
156,Alessandro Deiola,it,MF,Lecce,23,1995,8.0,224,296,75.7,4563,1011,224,296,75.7,224,296,75.7,224,296,75.7,1,0.3,+0.7,9,11,5,1,22,/en/players/7f267d66/matchlogs/2019-2020/passing/Alessandro-Deiola-Match-Logs
157,Cristian Dell'Orco,it,DF,Lecce,25,1994,11.2,444,556,79.9,8924,3445,444,556,79.9,444,556,79.9,444,556,79.9,1,0.5,+0.5,6,22,12,9,60,/en/players/b0243215/matchlogs/2019-2020/passing/Cristian-DellOrco-Match-Logs
158,Merih Demiral,tr,DF,Juventus,21,1998,4.6,290,306,94.8,5505,1403,290,306,94.8,290,306,94.8,290,306,94.8,1,0.3,+0.7,1,3,2,0,13,/en/players/e3cceee6/matchlogs/2019-2020/passing/Merih-Demiral-Match-Logs
159,Diego Demme,de,MF,Napoli,27,1991,10.0,715,782,91.4,13894,2501,715,782,91.4,715,782,91.4,715,782,91.4,0,0.4,-0.4,9,93,8,1,48,/en/players/dc3fa3b5/matchlogs/2019-2020/passing/Diego-Demme-Match-Logs
160,Stefano Denswil,nl,DF,Bologna,26,1993,24.9,1092,1266,86.3,22657,8162,1092,1266,86.3,1092,1266,86.3,1092,1266,86.3,1,0.5,+0.5,9,90,8,0,104,/en/players/5832ebfe/matchlogs/2019-2020/passing/Stefano-Denswil-Match-Logs
161,Fabio Depaoli,it,"MF,DF",Sampdoria,22,1997,20.6,479,697,68.7,8418,3704,479,697,68.7,479,697,68.7,479,697,68.7,1,2.2,-1.2,26,28,24,17,108,/en/players/d97f2e8d/matchlogs/2019-2020/passing/Fabio-Depaoli-Match-Logs
162,Kastriot Dermaku,al,DF,Parma,27,1992,11.4,321,377,85.1,7719,2397,321,377,85.1,321,377,85.1,321,377,85.1,0,0.0,0.0,0,14,1,0,22,/en/players/2990c466/matchlogs/2019-2020/passing/Kastriot-Dermaku-Match-Logs
163,Daniele Dessena,it,MF,Brescia,32,1987,20.8,563,710,79.3,10529,3076,563,710,79.3,563,710,79.3,563,710,79.3,0,0.2,-0.2,3,49,10,1,90,/en/players/02b2937c/matchlogs/2019-2020/passing/Daniele-Dessena-Match-Logs
164,Mattia Destro,it,"FW,MF",Genoa,28,1991,1.7,20,26,76.9,223,37,20,26,76.9,20,26,76.9,20,26,76.9,0,0.0,0.0,0,0,0,0,0,/en/players/d7d32194/matchlogs/2019-2020/passing/Mattia-Destro-Match-Logs
165,Mattia Destro,it,FW,Bologna,28,1991,2.1,14,20,70.0,247,102,14,20,70.0,14,20,70.0,14,20,70.0,0,0.9,-0.9,2,2,2,0,5,/en/players/d7d32194/matchlogs/2019-2020/passing/Mattia-Destro-Match-Logs
166,Samuel Di Carmine,it,FW,Hellas Verona,30,1988,14.4,181,256,70.7,2206,142,181,256,70.7,181,256,70.7,181,256,70.7,0,0.6,-0.6,5,1,2,0,4,/en/players/ef94dc2f/matchlogs/2019-2020/passing/Samuel-Di-Carmine-Match-Logs
167,Federico Di Francesco,it,FW,SPAL,25,1994,12.0,264,346,76.3,4257,1068,264,346,76.3,264,346,76.3,264,346,76.3,0,1.0,-1.0,17,9,13,2,36,/en/players/1fca9171/matchlogs/2019-2020/passing/Federico-Di-Francesco-Match-Logs
168,Giovanni Di Lorenzo,it,DF,Napoli,25,1993,33.0,2003,2274,88.1,34218,12209,2003,2274,88.1,2003,2274,88.1,2003,2274,88.1,3,2.8,+0.2,30,134,39,8,207,/en/players/230a2fac/matchlogs/2019-2020/passing/Giovanni-Di-Lorenzo-Match-Logs
169,Amadou Diawara,gn,MF,Roma,22,1997,16.9,888,996,89.2,18527,4264,888,996,89.2,888,996,89.2,888,996,89.2,1,0.5,+0.5,16,97,7,0,78,/en/players/bf309d24/matchlogs/2019-2020/passing/Amadou-Diawara-Match-Logs
170,Mitchell Dijks,nl,DF,Bologna,26,1993,11.2,432,545,79.3,7458,3186,432,545,79.3,432,545,79.3,432,545,79.3,0,0.8,-0.8,11,38,9,7,73,/en/players/0a3065c8/matchlogs/2019-2020/passing/Mitchell-Dijks-Match-Logs
171,Federico Dimarco,it,DF,Hellas Verona,21,1997,5.8,314,417,75.3,5925,2469,314,417,75.3,314,417,75.3,314,417,75.3,3,1.9,+1.1,13,31,10,4,56,/en/players/970b8574/matchlogs/2019-2020/passing/Federico-Dimarco-Match-Logs
172,Federico Dimarco,it,"DF,MF",Inter,21,1997,0.3,11,14,78.6,215,65,11,14,78.6,11,14,78.6,11,14,78.6,0,0.0,0.0,0,1,0,0,2,/en/players/970b8574/matchlogs/2019-2020/passing/Federico-Dimarco-Match-Logs
173,Koffi Djidji,ci,DF,Torino,26,1992,9.5,346,395,87.6,7235,2218,346,395,87.6,346,395,87.6,346,395,87.6,0,0.1,-0.1,2,13,0,0,14,/en/players/933d3b51/matchlogs/2019-2020/passing/Koffi-Djidji-Match-Logs
174,Berat Djimsiti,al,DF,Atalanta,26,1993,30.9,1612,1834,87.9,29384,9046,1612,1834,87.9,1612,1834,87.9,1612,1834,87.9,1,0.5,+0.5,10,85,5,0,91,/en/players/6eee05f1/matchlogs/2019-2020/passing/Berat-Djimsiti-Match-Logs
175,Nicolás Domínguez,ar,MF,Bologna,21,1998,7.8,349,413,84.5,6736,1703,349,413,84.5,349,413,84.5,349,413,84.5,1,0.9,+0.1,12,34,9,0,41,/en/players/20b3a502/matchlogs/2019-2020/passing/Nicolas-Dominguez-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Giulio Donati,it,DF,Lecce,29,1990,19.6,853,997,85.6,16172,6230,853,997,85.6,853,997,85.6,853,997,85.6,0,1.7,-1.7,24,62,27,18,115,/en/players/22051fbe/matchlogs/2019-2020/passing/Giulio-Donati-Match-Logs
177,Alfredo Donnarumma,it,FW,Brescia,28,1990,18.7,307,445,69.0,4792,1114,307,445,69.0,307,445,69.0,307,445,69.0,2,1.1,+0.9,16,26,15,1,41,/en/players/5592007b/matchlogs/2019-2020/passing/Alfredo-Donnarumma-Match-Logs
178,Gianluigi Donnarumma,it,GK,Milan,20,1999,35.6,872,1142,76.4,25434,15769,872,1142,76.4,872,1142,76.4,872,1142,76.4,0,0.0,0.0,0,5,0,0,1,/en/players/08f5afaa/matchlogs/2019-2020/passing/Gianluigi-Donnarumma-Match-Logs
179,Bartłomiej Drągowski,pl,GK,Fiorentina,21,1997,31.0,647,904,71.6,18757,11372,647,904,71.6,647,904,71.6,647,904,71.6,0,0.0,0.0,0,6,0,0,0,/en/players/085e71a7/matchlogs/2019-2020/passing/Bartlomiej-Dragowski-Match-Logs
180,Léo Duarte,br,DF,Milan,23,1996,4.5,172,195,88.2,3767,952,172,195,88.2,172,195,88.2,172,195,88.2,0,0.0,0.0,0,3,0,0,7,/en/players/73ddc40c/matchlogs/2019-2020/passing/Leo-Duarte-Match-Logs
181,Edgaras Dubickas,lt,DF,Lecce,21,1998,0.0,1,2,50.0,31,7,1,2,50.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,/en/players/c59f90b0/matchlogs/2019-2020/passing/Edgaras-Dubickas-Match-Logs
182,Alfred Duncan,gh,MF,Sassuolo,26,1993,9.4,382,469,81.4,6439,1818,382,469,81.4,382,469,81.4,382,469,81.4,5,0.9,+4.1,12,28,14,1,45,/en/players/528492ea/matchlogs/2019-2020/passing/Alfred-Duncan-Match-Logs
183,Alfred Duncan,gh,MF,Fiorentina,26,1993,9.9,346,411,84.2,6543,1695,346,411,84.2,346,411,84.2,346,411,84.2,1,0.6,+0.4,7,30,16,1,52,/en/players/528492ea/matchlogs/2019-2020/passing/Alfred-Duncan-Match-Logs
184,Paulo Dybala,ar,"FW,MF",Juventus,25,1993,23.9,1275,1528,83.4,21499,5076,1275,1528,83.4,1275,1528,83.4,1275,1528,83.4,6,6.6,-0.6,69,95,54,10,151,/en/players/e0921a4f/matchlogs/2019-2020/passing/Paulo-Dybala-Match-Logs
185,Edin Džeko,ba,FW,Roma,33,1986,31.7,565,813,69.5,10536,2014,565,813,69.5,565,813,69.5,565,813,69.5,7,5.0,+2.0,50,62,27,4,71,/en/players/3bb7f478/matchlogs/2019-2020/passing/Edin-Dzeko-Match-Logs
186,Blerim Džemaili,ch,MF,Bologna,33,1986,7.8,286,347,82.4,5708,1508,286,347,82.4,286,347,82.4,286,347,82.4,1,1.4,-0.4,20,34,12,0,38,/en/players/756959aa/matchlogs/2019-2020/passing/Blerim-Dzemaili-Match-Logs
187,Simone Edera,it,"MF,FW",Torino,22,1997,4.4,102,130,78.5,1919,500,102,130,78.5,102,130,78.5,102,130,78.5,1,0.4,+0.6,6,6,4,0,15,/en/players/8697c095/matchlogs/2019-2020/passing/Simone-Edera-Match-Logs
188,Albin Ekdal,se,MF,Sampdoria,30,1989,26.5,1012,1161,87.2,18005,4955,1012,1161,87.2,1012,1161,87.2,1012,1161,87.2,2,1.0,+1.0,23,102,22,1,110,/en/players/f503ea63/matchlogs/2019-2020/passing/Albin-Ekdal-Match-Logs
189,Elif Elmas,mk,MF,Napoli,19,1999,12.6,623,685,90.9,9225,1613,623,685,90.9,623,685,90.9,623,685,90.9,1,0.9,+0.1,15,31,7,0,29,/en/players/cf007308/matchlogs/2019-2020/passing/Elif-Elmas-Match-Logs
190,Alan Empereur,br,DF,Hellas Verona,25,1994,9.5,395,466,84.8,7715,3136,395,466,84.8,395,466,84.8,395,466,84.8,0,0.0,0.0,1,28,2,0,26,/en/players/825b8997/matchlogs/2019-2020/passing/Alan-Empereur-Match-Logs
191,Christian Eriksen,dk,MF,Inter,27,1992,7.8,358,473,75.7,6648,1707,358,473,75.7,358,473,75.7,358,473,75.7,2,3.1,-1.1,24,39,7,2,56,/en/players/980522ec/matchlogs/2019-2020/passing/Christian-Eriksen-Match-Logs
192,Espeto,br,"DF,MF",SPAL,22,1997,23.4,680,870,78.2,10971,3508,680,870,78.2,680,870,78.2,680,870,78.2,2,1.2,+0.8,24,36,24,8,70,/en/players/674cfc5a/matchlogs/2019-2020/passing/Espeto-Match-Logs
193,Sebastiano Esposito,it,FW,Inter,17,2002,2.2,41,62,66.1,717,189,41,62,66.1,41,62,66.1,41,62,66.1,0,0.1,-0.1,3,3,3,0,6,/en/players/7ff93107/matchlogs/2019-2020/passing/Sebastiano-Esposito-Match-Logs
194,Valentin Eysseric,fr,MF,Fiorentina,27,1992,0.5,16,24,66.7,312,73,16,24,66.7,16,24,66.7,16,24,66.7,0,0.0,0.0,0,4,0,0,2,/en/players/ae82fa48/matchlogs/2019-2020/passing/Valentin-Eysseric-Match-Logs
195,Valentin Eysseric,fr,"MF,FW",Hellas Verona,27,1992,3.9,116,147,78.9,2035,498,116,147,78.9,116,147,78.9,116,147,78.9,0,0.7,-0.7,12,6,9,2,19,/en/players/ae82fa48/matchlogs/2019-2020/passing/Valentin-Eysseric-Match-Logs
196,Luca Falbo,it,DF,Lazio,19,2000,0.0,1,2,50.0,35,0,1,2,50.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,/en/players/ca8fa0c0/matchlogs/2019-2020/passing/Luca-Falbo-Match-Logs
197,Filippo Falco,it,"FW,MF",Lecce,27,1992,22.4,812,1012,80.2,14148,3779,812,1012,80.2,812,1012,80.2,812,1012,80.2,6,4.3,+1.7,51,53,49,22,132,/en/players/e23f56c1/matchlogs/2019-2020/passing/Filippo-Falco-Match-Logs
198,Wladimiro Falcone,it,GK,Sampdoria,24,1995,2.0,39,61,63.9,969,567,39,61,63.9,39,61,63.9,39,61,63.9,0,0.0,0.0,0,0,0,0,0,/en/players/9f5a610b/matchlogs/2019-2020/passing/Wladimiro-Falcone-Match-Logs
199,Iago Falque,es,"MF,FW",Torino,29,1990,1.1,54,64,84.4,975,161,54,64,84.4,54,64,84.4,54,64,84.4,0,0.1,-0.1,1,1,2,0,4,/en/players/440c84ed/matchlogs/2019-2020/passing/Iago-Falque-Match-Logs
200,Iago Falque,es,MF,Genoa,29,1990,5.8,245,313,78.3,4441,945,245,313,78.3,245,313,78.3,245,313,78.3,1,0.9,+0.1,10,21,10,1,35,/en/players/440c84ed/matchlogs/2019-2020/passing/Iago-Falque-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Andri Fannar Baldursson,is,MF,Bologna,17,2002,1.6,44,62,71.0,748,190,44,62,71.0,44,62,71.0,44,62,71.0,0,0.1,-0.1,1,3,1,0,2,/en/players/61f2f56a/matchlogs/2019-2020/passing/Andri-Fannar-Baldursson-Match-Logs
