Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
414,Iuri Medeiros,pt,"MF,FW",Genoa,24,1994,2,106,53,3.1,1.2,2,53,0,,14,0.00,2,6,-4,-3.40,-3.02,1.4,2.6,-1.2,-1.05,-3.02,/en/players/97e2aa67/matchlogs/2018-2019/summary/Iuri-Medeiros-Match-Logs
415,Nicky Medja,ch,MF,Fiorentina,18,2000,1,45,45,1.3,0.5,0,,1,45,2,0.00,0,0,0,0.00,-0.05,0.2,0.1,+0.1,+0.21,-0.05,/en/players/714ffae7/matchlogs/2018-2019/summary/Nicky-Medja-Match-Logs
416,Riccardo Meggiorini,it,FW,Chievo,32,1985,24,"1,548",65,45.3,17.2,18,78,6,25,12,0.50,10,33,-23,-1.34,-0.04,13.3,27.7,-14.4,-0.84,-0.04,/en/players/2ec0f902/matchlogs/2018-2019/summary/Riccardo-Meggiorini-Match-Logs
417,Soualiho Meïté,fr,MF,Torino,24,1994,35,"2,659",76,77.7,29.5,30,85,5,23,0,1.71,39,29,+10,+0.34,-0.25,39.1,34.4,+4.7,+0.16,-0.25,/en/players/5cec2c74/matchlogs/2018-2019/summary/Soualiho-Meite-Match-Logs
418,Alex Meret,it,GK,Napoli,21,1997,14,"1,151",82,33.7,12.8,13,85,1,46,11,2.21,28,9,+19,+1.49,+0.73,23.4,11.6,+11.8,+0.92,+0.73,/en/players/9413b19f/matchlogs/2018-2019/summary/Alex-Meret-Match-Logs
419,Dries Mertens,be,FW,Napoli,31,1987,35,"2,252",64,65.8,25.0,23,82,12,30,2,2.00,55,19,+36,+1.44,+1.28,46.3,21.1,+25.3,+1.01,+1.28,/en/players/89b2c8a9/matchlogs/2018-2019/summary/Dries-Mertens-Match-Logs
420,Petar Mićin,rs,MF,Udinese,19,1998,1,3,3,0.1,0.0,0,,1,2,28,3.00,0,0,0,0.00,+0.37,0.0,0.4,-0.4,-11.61,+0.37,/en/players/259deea9/matchlogs/2018-2019/summary/Petar-Micin-Match-Logs
421,Nikola Milenković,rs,DF,Fiorentina,20,1997,34,"3,008",88,88.0,33.4,34,88,0,,1,0.97,36,37,-1,-0.03,-0.69,44.3,33.5,+10.7,+0.32,-0.69,/en/players/bee704fc/matchlogs/2018-2019/summary/Nikola-Milenkovic-Match-Logs
422,Arkadiusz Milik,pl,FW,Napoli,24,1994,35,"2,396",68,70.1,26.6,27,82,8,23,3,2.00,55,25,+30,+1.13,+0.42,46.9,23.0,+23.9,+0.90,+0.42,/en/players/85613cf0/matchlogs/2018-2019/summary/Arkadiusz-Milik-Match-Logs
423,Sergej Milinković-Savić,rs,MF,Lazio,23,1995,31,"2,396",77,70.1,26.6,29,81,2,19,1,1.52,39,27,+12,+0.45,+0.63,43.2,28.2,+15.0,+0.56,+0.63,/en/players/4e6dbac4/matchlogs/2018-2019/summary/Sergej-Milinkovic-Savic-Match-Logs
424,Vanja Milinković-Savić,rs,GK,SPAL,21,1997,2,164,82,4.8,1.8,2,82,0,,16,1.50,3,4,-1,-0.55,-0.24,2.6,4.5,-1.9,-1.04,-0.24,/en/players/9fa26bc2/matchlogs/2018-2019/summary/Vanja-Milinkovic-Savic-Match-Logs
425,Vincenzo Millico,it,MF,Torino,17,2000,1,1,1,0.0,0.0,0,,1,0,9,3.00,0,0,0,0.00,-0.39,0.0,0.0,0.0,0.00,-0.39,/en/players/6817095b/matchlogs/2018-2019/summary/Vincenzo-Millico-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Kevin Mirallas,be,"FW,MF",Fiorentina,30,1987,27,"1,299",48,38.0,14.4,15,69,12,22,6,1.00,13,14,-1,-0.07,-0.20,19.0,15.6,+3.5,+0.24,-0.20,/en/players/aa51343f/matchlogs/2018-2019/summary/Kevin-Mirallas-Match-Logs
427,Miranda,br,DF,Inter,33,1984,14,"1,158",83,33.9,12.9,14,83,0,,20,1.57,16,11,+5,+0.39,-0.37,18.1,15.5,+2.6,+0.20,-0.37,/en/players/314f2124/matchlogs/2018-2019/summary/Miranda-Match-Logs
428,Antonio Mirante,it,GK,Roma,35,1983,11,990,90,28.9,11.0,11,90,0,,24,2.00,16,6,+10,+0.91,+0.61,17.8,12.1,+5.7,+0.52,+0.61,/en/players/30223b33/matchlogs/2018-2019/summary/Antonio-Mirante-Match-Logs
429,Simone Missiroli,it,MF,SPAL,32,1986,34,"2,741",81,80.1,30.5,33,82,1,25,1,1.24,35,40,-5,-0.16,+0.76,33.7,35.9,-2.2,-0.07,+0.76,/en/players/331c0a43/matchlogs/2018-2019/summary/Simone-Missiroli-Match-Logs
430,Abukar Mohamed,fi,MF,Lazio,19,1999,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/2226b8dc/matchlogs/2018-2019/summary/Abukar-Mohamed-Match-Logs
431,Cristian Molinaro,it,"DF,MF",Frosinone,35,1983,14,"1,159",83,33.9,12.9,13,87,1,30,22,0.21,9,31,-22,-1.71,-0.99,12.5,23.3,-10.8,-0.84,-0.99,/en/players/1c8c5aed/matchlogs/2018-2019/summary/Cristian-Molinaro-Match-Logs
432,Gabriele Moncini,it,MF,SPAL,22,1996,1,8,8,0.2,0.1,0,,1,7,11,0.00,0,0,0,0.00,+0.32,0.1,0.3,-0.2,-1.85,+0.32,/en/players/c4efe2b4/matchlogs/2018-2019/summary/Gabriele-Moncini-Match-Logs
433,Cristóbal Montiel Rodríguez,es,FW,Fiorentina,18,2000,1,6,6,0.2,0.1,0,,1,5,11,1.00,0,0,0,0.00,-0.05,0.3,0.0,+0.3,+4.32,-0.05,/en/players/dd52d069/matchlogs/2018-2019/summary/Cristobal-Montiel-Rodriguez-Match-Logs
434,Riccardo Montolivo,it,MF,Milan,33,1985,0,,,,,0,,0,,17,,,,,,,,,,,,/en/players/b746d309/matchlogs/2018-2019/summary/Riccardo-Montolivo-Match-Logs
435,Pablo Moreno,es,FW,Juventus,16,2002,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/2ce5a500/matchlogs/2018-2019/summary/Pablo-Moreno-Match-Logs
436,Emiliano Moretti,it,DF,Torino,37,1981,24,"2,010",84,58.8,22.3,22,90,2,19,12,1.96,31,19,+12,+0.54,+0.35,30.5,25.7,+4.9,+0.22,+0.35,/en/players/55667895/matchlogs/2018-2019/summary/Emiliano-Moretti-Match-Logs
437,Samuel Mráz,sk,FW,Empoli,21,1997,6,170,28,5.0,1.9,2,56,4,15,15,0.17,1,4,-3,-1.59,-1.15,2.7,3.4,-0.7,-0.36,-1.15,/en/players/be6c1ccc/matchlogs/2018-2019/summary/Samuel-Mraz-Match-Logs
438,Gianni Munari,it,MF,Parma,35,1983,1,3,3,0.1,0.0,0,,1,2,0,0.00,0,0,0,0.00,+0.53,0.3,0.0,+0.3,+7.71,+0.53,/en/players/e50613bd/matchlogs/2018-2019/summary/Gianni-Munari-Match-Logs
439,Simone Muratore,it,MF,Juventus,20,1998,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/04989945/matchlogs/2018-2019/summary/Simone-Muratore-Match-Logs
440,Alessandro Murgia,it,MF,SPAL,21,1996,15,"1,072",71,31.3,11.9,11,85,4,35,1,1.40,22,19,+3,+0.25,+0.83,12.9,13.2,-0.3,-0.02,+0.83,/en/players/fb2c533b/matchlogs/2018-2019/summary/Alessandro-Murgia-Match-Logs
441,Alessandro Murgia,it,MF,Lazio,21,1996,1,9,9,0.3,0.1,0,,1,8,19,3.00,0,0,0,0.00,-0.26,0.1,0.1,0.0,-0.23,-0.26,/en/players/fb2c533b/matchlogs/2018-2019/summary/Alessandro-Murgia-Match-Logs
442,Luis Muriel,co,FW,Fiorentina,27,1991,19,"1,441",76,42.1,16.0,16,85,3,26,0,0.79,19,19,0,0.00,-0.09,20.2,18.6,+1.7,+0.10,-0.09,/en/players/eb2fe5b6/matchlogs/2018-2019/summary/Luis-Muriel-Match-Logs
443,Nicola Murru,it,DF,Sampdoria,23,1994,35,"2,934",84,85.8,32.6,34,86,1,2,0,1.40,53,47,+6,+0.18,-0.37,45.9,48.3,-2.3,-0.07,-0.37,/en/players/d183e9d6/matchlogs/2018-2019/summary/Nicola-Murru-Match-Logs
444,Mateo Musacchio,ar,DF,Milan,27,1990,29,"2,610",90,76.3,29.0,29,90,0,,5,1.90,48,29,+19,+0.66,+0.66,38.8,32.7,+6.1,+0.21,+0.66,/en/players/91899ca8/matchlogs/2018-2019/summary/Mateo-Musacchio-Match-Logs
445,Juan Musso,ar,GK,Udinese,24,1994,29,"2,610",90,76.3,29.0,29,90,0,,8,1.21,31,40,-9,-0.31,+0.25,32.4,45.7,-13.3,-0.46,+0.25,/en/players/a111cf41/matchlogs/2018-2019/summary/Juan-Musso-Match-Logs
446,Ádám Nagy,hu,MF,Bologna,23,1995,14,975,70,28.5,10.8,10,90,4,18,20,0.64,9,18,-9,-0.83,-0.87,10.0,14.2,-4.2,-0.39,-0.87,/en/players/788b31e2/matchlogs/2018-2019/summary/Adam-Nagy-Match-Logs
447,Radja Nainggolan,be,MF,Inter,30,1988,29,"1,967",68,57.5,21.9,22,81,7,27,2,1.90,33,17,+16,+0.73,+0.24,39.5,20.0,+19.5,+0.89,+0.24,/en/players/1f9328da/matchlogs/2018-2019/summary/Radja-Nainggolan-Match-Logs
448,Michel Ndary Adopo,fr,MF,Torino,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/599d91d0/matchlogs/2018-2019/summary/Michel-Ndary-Adopo-Match-Logs
449,Angelo Ndrecka,al,DF,Chievo,16,2001,1,90,90,2.6,1.0,1,90,0,,6,0.00,0,4,-4,-4.00,-2.76,0.3,1.8,-1.5,-1.46,-2.76,/en/players/fcd20025/matchlogs/2018-2019/summary/Angelo-Ndrecka-Match-Logs
450,Pedro Neto,pt,FW,Lazio,18,2000,4,46,12,1.3,0.5,0,,4,11,11,1.50,0,1,-1,-1.96,-2.25,0.6,0.3,+0.3,+0.54,-2.25,/en/players/7ba2eaa9/matchlogs/2018-2019/summary/Pedro-Neto-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Hans Nicolussi Caviglia,it,"MF,FW",Juventus,18,2000,3,57,19,1.7,0.6,0,,3,18,9,1.00,0,4,-4,-6.32,-7.49,0.2,0.7,-0.5,-0.85,-7.49,/en/players/b136c945/matchlogs/2018-2019/summary/Hans-Nicolussi-Caviglia-Match-Logs
452,Dimitris Nikolaou,gr,DF,Empoli,19,1998,4,348,87,10.2,3.9,4,87,0,,13,1.00,4,7,-3,-0.78,-0.31,3.3,9.5,-6.3,-1.62,-0.31,/en/players/cf961d8d/matchlogs/2018-2019/summary/Dimitris-Nikolaou-Match-Logs
453,Lazar Nikolić,rs,MF,SPAL,18,1999,0,,,,,0,,0,,3,,,,,,,,,,,,/en/players/f9c8dcf2/matchlogs/2018-2019/summary/Lazar-Nikolic-Match-Logs
454,Fallou Njie,gm,DF,Genoa,19,1999,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/fec7839a/matchlogs/2018-2019/summary/Fallou-Njie-Match-Logs
455,Nicolas Nkoulou,cm,DF,Torino,28,1990,36,"3,214",89,94.0,35.7,36,89,0,,0,1.64,50,36,+14,+0.39,-0.04,47.1,42.8,+4.2,+0.12,-0.04,/en/players/93cf32a8/matchlogs/2018-2019/summary/Nicolas-Nkoulou-Match-Logs
456,Bram Nuytinck,nl,DF,Udinese,28,1990,27,"2,127",79,62.2,23.6,24,87,3,13,3,1.04,18,31,-13,-0.55,-0.48,23.8,36.3,-12.5,-0.53,-0.48,/en/players/e33f36d5/matchlogs/2018-2019/summary/Bram-Nuytinck-Match-Logs
457,Steven Nzonzi,fr,MF,Roma,29,1988,30,"2,617",87,76.5,29.1,29,89,1,45,5,1.67,55,35,+20,+0.69,+0.91,48.1,42.8,+5.3,+0.18,+0.91,/en/players/c7526c18/matchlogs/2018-2019/summary/Steven-Nzonzi-Match-Logs
458,Christian Nørgaard,dk,MF,Fiorentina,24,1994,6,323,54,9.4,3.6,4,70,2,21,29,1.67,7,5,+2,+0.56,+0.56,4.9,3.4,+1.6,+0.43,+0.56,/en/players/df0a4c90/matchlogs/2018-2019/summary/Christian-Norgaard-Match-Logs
459,Dimitri Oberlin,ch,FW,Empoli,20,1997,5,139,28,4.1,1.5,0,,5,27,11,0.60,1,0,+1,+0.65,+1.20,0.8,3.7,-2.9,-1.90,+1.20,/en/players/af45e954/matchlogs/2018-2019/summary/Dimitri-Oberlin-Match-Logs
460,Joel Obi,ng,MF,Chievo,27,1991,11,659,60,19.3,7.3,9,67,2,29,2,0.55,5,13,-8,-1.09,+0.28,8.9,11.0,-2.1,-0.29,+0.28,/en/players/614c38fb/matchlogs/2018-2019/summary/Joel-Obi-Match-Logs
461,Jens Odgaard,dk,FW,Sassuolo,19,1999,1,16,16,0.5,0.2,0,,1,15,15,1.00,0,0,0,0.00,+0.19,0.0,0.1,-0.1,-0.76,+0.19,/en/players/75374ee7/matchlogs/2018-2019/summary/Jens-Odgaard-Match-Logs
462,Stefano Okaka,it,FW,Udinese,28,1989,16,970,61,28.4,10.8,11,80,5,18,2,1.38,16,15,+1,+0.09,+0.64,14.4,18.6,-4.2,-0.39,+0.64,/en/players/601ef102/matchlogs/2018-2019/summary/Stefano-Okaka-Match-Logs
463,Caleb Okoli,it,DF,Atalanta,17,2001,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/8ec109e6/matchlogs/2018-2019/summary/Caleb-Okoli-Match-Logs
464,Orji Okwonkwo,ng,FW,Bologna,20,1998,8,257,32,7.5,2.9,2,80,6,16,13,0.88,1,4,-3,-1.05,-0.91,1.8,4.2,-2.4,-0.84,-0.91,/en/players/905a4f61/matchlogs/2018-2019/summary/Orji-Okwonkwo-Match-Logs
465,Christian Oliva,uy,MF,Cagliari,22,1996,0,,,,,0,,0,,16,,,,,,,,,,,,/en/players/d3b888e3/matchlogs/2018-2019/summary/Christian-Oliva-Match-Logs
466,Maximiliano Olivera,uy,DF,Fiorentina,26,1992,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/32a33c68/matchlogs/2018-2019/summary/Maximiliano-Olivera-Match-Logs
467,Robin Olsen,se,GK,Roma,28,1990,27,"2,430",90,71.1,27.0,27,90,0,,9,1.63,50,42,+8,+0.30,-0.61,46.3,42.3,+4.0,+0.15,-0.61,/en/players/e7ee38c3/matchlogs/2018-2019/summary/Robin-Olsen-Match-Logs
468,Stephane Omeonga,be,MF,Genoa,22,1996,3,57,19,1.7,0.6,0,,3,18,12,0.00,0,5,-5,-7.89,-7.55,0.2,1.5,-1.3,-2.02,-7.55,/en/players/72c803a0/matchlogs/2018-2019/summary/Stephane-Omeonga-Match-Logs
469,Nicholas Opoku,gh,DF,Udinese,20,1997,4,327,82,9.6,3.6,3,87,1,65,2,1.75,5,6,-1,-0.28,+0.10,,,,,+0.10,/en/players/b871bf55/matchlogs/2018-2019/summary/Nicholas-Opoku-Match-Logs
470,Nicholas Opoku,es,DF,Udinese,20,1997,8,583,73,17.0,6.5,6,88,2,28,15,1.00,5,10,-5,-0.77,-0.49,,,,,-0.49,/en/players/ae852b7d/matchlogs/2018-2019/summary/Nicholas-Opoku-Match-Logs
471,Riccardo Orsolini,it,"FW,MF",Bologna,21,1997,35,"1,964",56,57.4,21.8,19,83,16,24,1,1.14,39,31,+8,+0.37,+1.36,31.6,24.1,+7.5,+0.34,+1.36,/en/players/e14ec482/matchlogs/2018-2019/summary/Riccardo-Orsolini-Match-Logs
472,David Ospina,co,GK,Napoli,29,1988,17,"1,457",86,42.6,16.2,16,87,1,63,16,1.82,25,20,+5,+0.31,-1.20,30.4,14.4,+16.0,+0.99,-1.20,/en/players/82b1198a/matchlogs/2018-2019/summary/David-Ospina-Match-Logs
473,Adam Ounas,dz,"MF,FW",Napoli,21,1996,18,538,30,15.7,6.0,6,64,12,13,11,2.06,9,4,+5,+0.84,-0.19,10.1,4.4,+5.7,+0.95,-0.19,/en/players/ed90babd/matchlogs/2018-2019/summary/Adam-Ounas-Match-Logs
474,Daniele Padelli,it,GK,Inter,32,1985,0,,,,,0,,0,,38,,,,,,,,,,,,/en/players/cf1c23d8/matchlogs/2018-2019/summary/Daniele-Padelli-Match-Logs
475,Simone Padoin,it,"DF,MF",Cagliari,34,1984,30,"1,915",64,56.0,21.3,22,82,8,13,7,1.20,20,33,-13,-0.61,-0.31,23.0,33.8,-10.7,-0.50,-0.31,/en/players/5eb72339/matchlogs/2018-2019/summary/Simone-Padoin-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Luca Paganini,it,"DF,MF",Frosinone,25,1993,14,"1,123",80,32.8,12.5,12,90,2,21,3,0.64,10,18,-8,-0.64,+0.61,14.2,18.6,-4.4,-0.35,+0.61,/en/players/e5b98a70/matchlogs/2018-2019/summary/Luca-Paganini-Match-Logs
477,Marko Pajač,hr,DF,Cagliari,25,1993,3,100,33,2.9,1.1,0,,3,33,17,0.33,3,1,+2,+1.80,+2.34,2.5,1.8,+0.7,+0.62,+2.34,/en/players/5df4ef30/matchlogs/2018-2019/summary/Marko-Pajac-Match-Logs
478,Marko Pajač,hr,DF,Empoli,25,1993,10,738,74,21.6,8.2,9,80,1,16,5,1.50,15,11,+4,+0.49,+1.26,12.8,14.4,-1.6,-0.20,+1.26,/en/players/5df4ef30/matchlogs/2018-2019/summary/Marko-Pajac-Match-Logs
479,Rodrigo Palacio,ar,FW,Bologna,36,1982,28,"2,329",83,68.1,25.9,26,87,2,30,1,1.32,38,36,+2,+0.08,+0.90,34.6,29.7,+4.9,+0.19,+0.90,/en/players/8d8178ac/matchlogs/2018-2019/summary/Rodrigo-Palacio-Match-Logs
480,Alberto Paloschi,it,FW,SPAL,28,1990,23,863,38,25.2,9.6,8,86,15,12,14,0.70,10,15,-5,-0.52,-0.28,10.5,15.8,-5.3,-0.55,-0.28,/en/players/b5cae4e6/matchlogs/2018-2019/summary/Alberto-Paloschi-Match-Logs
481,Goran Pandev,mk,"FW,MF",Genoa,35,1983,26,"1,122",43,32.8,12.5,12,70,14,20,10,1.04,18,18,0,0.00,+0.70,16.6,18.1,-1.5,-0.12,+0.70,/en/players/d711d04f/matchlogs/2018-2019/summary/Goran-Pandev-Match-Logs
482,Pier Paolo Salvati,it,GK,Frosinone,16,2002,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/bb4f749c/matchlogs/2018-2019/summary/Pier-Paolo-Salvati-Match-Logs
483,Lucas Paquetá,br,MF,Milan,20,1997,13,842,65,24.6,9.4,12,69,1,19,1,1.85,16,6,+10,+1.07,+0.75,9.2,10.9,-1.8,-0.19,+0.75,/en/players/9b6f7fd5/matchlogs/2018-2019/summary/Lucas-Paqueta-Match-Logs
484,Vittorio Parigini,it,"MF,FW",Torino,22,1996,17,377,22,11.0,4.2,2,79,15,15,14,1.35,3,5,-2,-0.48,-0.98,5.4,6.7,-1.3,-0.30,-0.98,/en/players/75efed2e/matchlogs/2018-2019/summary/Vittorio-Parigini-Match-Logs
485,Marco Parolo,it,MF,Lazio,33,1985,34,"2,563",75,74.9,28.5,28,87,6,21,2,1.53,44,36,+8,+0.28,+0.07,43.8,33.8,+9.9,+0.35,+0.07,/en/players/ed5886d2/matchlogs/2018-2019/summary/Marco-Parolo-Match-Logs
486,Mario Pašalić,hr,"MF,FW",Atalanta,23,1995,33,"1,618",49,47.3,18.0,17,75,16,21,5,1.97,34,22,+12,+0.67,-0.28,27.1,17.6,+9.5,+0.53,-0.28,/en/players/e599253a/matchlogs/2018-2019/summary/Mario-Pasalic-Match-Logs
487,Manuel Pasqual,it,"DF,MF",Empoli,36,1982,22,"1,342",61,39.2,14.9,13,83,9,29,10,1.00,20,30,-10,-0.67,-0.28,18.9,22.6,-3.7,-0.25,-0.28,/en/players/548902cc/matchlogs/2018-2019/summary/Manuel-Pasqual-Match-Logs
488,Javier Pastore,ar,MF,Roma,29,1989,14,597,43,17.5,6.6,7,66,7,20,14,1.57,10,10,0,0.00,-0.57,12.8,10.3,+2.5,+0.38,-0.57,/en/players/881ef58c/matchlogs/2018-2019/summary/Javier-Pastore-Match-Logs
489,Patric,es,"DF,MF",Lazio,25,1993,15,"1,085",72,31.7,12.1,12,86,3,19,16,1.53,22,12,+10,+0.83,+0.83,20.9,10.0,+10.9,+0.91,+0.83,/en/players/f7223718/matchlogs/2018-2019/summary/Patric-Match-Logs
490,Leonardo Pavoletti,it,FW,Cagliari,29,1988,32,"2,734",85,79.9,30.4,31,87,1,28,2,1.16,30,40,-10,-0.33,+0.72,30.9,42.3,-11.3,-0.37,+0.72,/en/players/d37b0350/matchlogs/2018-2019/summary/Leonardo-Pavoletti-Match-Logs
491,Nehuén Paz,ar,DF,Bologna,25,1993,2,114,57,3.3,1.3,1,91,1,23,28,0.00,0,2,-2,-1.58,-1.42,0.6,1.2,-0.7,-0.53,-1.42,/en/players/42b1a58a/matchlogs/2018-2019/summary/Nehuen-Paz-Match-Logs
492,Joao Pedro Piai,br,GK,Napoli,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/4affc2d1/matchlogs/2018-2019/summary/Joao-Pedro-Piai-Match-Logs
493,João Pedro,br,"FW,MF",Cagliari,26,1992,34,"2,555",75,74.7,28.4,30,80,4,37,0,1.09,27,44,-17,-0.60,-0.49,30.0,44.7,-14.8,-0.52,-0.49,/en/players/81255c03/matchlogs/2018-2019/summary/Joao-Pedro-Match-Logs
494,Gianluca Pegolo,it,GK,Sassuolo,37,1981,3,203,68,5.9,2.3,2,91,1,22,34,0.33,2,4,-2,-0.89,-0.75,1.6,3.6,-2.0,-0.87,-0.75,/en/players/f058ed1f/matchlogs/2018-2019/summary/Gianluca-Pegolo-Match-Logs
495,Nikola Pejovic,rs,DF,Empoli,19,1998,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/d44ede43/matchlogs/2018-2019/summary/Nikola-Pejovic-Match-Logs
496,Lorenzo Peli,it,FW,Atalanta,18,2000,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/127dca3b/matchlogs/2018-2019/summary/Lorenzo-Peli-Match-Logs
497,Lorenzo Pellegrini,it,MF,Roma,22,1996,25,"1,821",73,53.2,20.2,21,80,4,37,4,1.80,32,25,+7,+0.35,-0.27,34.4,27.5,+6.9,+0.34,-0.27,/en/players/4a5a45c7/matchlogs/2018-2019/summary/Lorenzo-Pellegrini-Match-Logs
498,Luca Pellegrini,it,DF,Roma,19,1999,4,161,40,4.7,1.8,2,69,2,12,13,1.75,2,4,-2,-1.12,-1.67,2.3,4.0,-1.7,-0.94,-1.67,/en/players/3b61c9ec/matchlogs/2018-2019/summary/Luca-Pellegrini-Match-Logs
499,Luca Pellegrini,it,DF,Cagliari,19,1999,12,940,78,27.5,10.4,11,84,1,17,2,1.17,10,15,-5,-0.48,-0.01,11.1,17.6,-6.5,-0.62,-0.01,/en/players/3b61c9ec/matchlogs/2018-2019/summary/Luca-Pellegrini-Match-Logs
500,Sergio Pellissier,it,FW,Chievo,39,1979,19,953,50,27.9,10.6,12,73,7,10,14,0.84,9,14,-5,-0.47,+1.17,11.2,15.4,-4.2,-0.40,+1.17,/en/players/878ee034/matchlogs/2018-2019/summary/Sergio-Pellissier-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Federico Peluso,it,DF,Sassuolo,34,1984,16,"1,356",85,39.6,15.1,14,89,2,55,11,1.00,20,26,-6,-0.40,-0.35,17.4,23.2,-5.8,-0.39,-0.35,/en/players/4f2908e5/matchlogs/2018-2019/summary/Federico-Peluso-Match-Logs
502,Pepín,gq,MF,Parma,21,1996,2,77,39,2.3,0.9,1,53,1,24,15,0.00,1,3,-2,-2.34,-1.85,0.8,1.2,-0.4,-0.44,-1.85,/en/players/7afb1573/matchlogs/2018-2019/summary/Pepin-Match-Logs
503,Pedro Pereira,pt,"DF,MF",Genoa,20,1998,26,"1,384",53,40.5,15.4,15,82,11,14,12,1.15,13,25,-12,-0.78,-0.52,15.3,23.0,-7.7,-0.50,-0.52,/en/players/c77be0cf/matchlogs/2018-2019/summary/Pedro-Pereira-Match-Logs
504,Stipe Perica,hr,FW,Frosinone,23,1995,7,480,69,14.0,5.3,6,78,1,13,7,0.14,1,13,-12,-2.25,-1.39,4.4,9.8,-5.5,-1.02,-1.39,/en/players/269b4638/matchlogs/2018-2019/summary/Stipe-Perica-Match-Logs
505,Mattia Perin,it,GK,Juventus,25,1992,9,810,90,23.7,9.0,9,90,0,,21,2.11,15,8,+7,+0.78,-0.36,11.7,7.6,+4.0,+0.45,-0.36,/en/players/4c62d0c8/matchlogs/2018-2019/summary/Mattia-Perin-Match-Logs
506,Samuele Perisan,it,GK,Udinese,20,1997,0,,,,,0,,0,,19,,,,,,,,,,,,/en/players/00a17eba/matchlogs/2018-2019/summary/Samuele-Perisan-Match-Logs
507,Ivan Perišić,hr,"FW,MF",Inter,29,1989,34,"2,701",79,79.0,30.0,30,86,4,29,4,1.76,43,30,+13,+0.43,-0.94,51.3,30.9,+20.5,+0.68,-0.94,/en/players/6fe90922/matchlogs/2018-2019/summary/Ivan-Perisic-Match-Logs
508,Diego Perotti,ar,"FW,MF",Roma,30,1988,13,668,51,19.5,7.4,6,81,7,26,9,1.38,12,13,-1,-0.13,-0.76,15.0,10.1,+4.9,+0.66,-0.76,/en/players/a40d5a0c/matchlogs/2018-2019/summary/Diego-Perotti-Match-Logs
509,Filippo Perucchini,it,GK,Empoli,26,1991,0,,,0.0,0.0,0,,0,,14,0.00,1,2,-1,,,,,,,,/en/players/0e5a86d4/matchlogs/2018-2019/summary/Filippo-Perucchini-Match-Logs
510,Matteo Pessina,it,MF,Atalanta,21,1997,12,235,20,6.9,2.6,1,60,11,16,26,2.08,8,6,+2,+0.77,-0.05,4.7,4.0,+0.7,+0.28,-0.05,/en/players/780e3631/matchlogs/2018-2019/summary/Matteo-Pessina-Match-Logs
511,Andrea Petagna,it,FW,SPAL,23,1995,36,"3,031",84,88.6,33.7,35,86,1,19,1,1.14,42,52,-10,-0.30,+0.17,38.1,41.9,-3.8,-0.11,+0.17,/en/players/03f946ed/matchlogs/2018-2019/summary/Andrea-Petagna-Match-Logs
512,Germán Pezzella,ar,DF,Fiorentina,27,1991,32,"2,850",89,83.3,31.7,32,89,0,,1,1.09,39,38,+1,+0.03,-0.13,41.6,36.6,+4.9,+0.16,-0.13,/en/players/8c725b43/matchlogs/2018-2019/summary/German-Pezzella-Match-Logs
513,Giuseppe Pezzella,it,DF,Genoa,20,1997,5,112,22,3.3,1.2,1,94,4,5,13,1.20,1,4,-3,-2.41,-2.00,1.2,2.9,-1.7,-1.39,-2.00,/en/players/149c5f5d/matchlogs/2018-2019/summary/Giuseppe-Pezzella-Match-Logs
514,Giuseppe Pezzella,it,"DF,MF",Udinese,20,1997,4,184,46,5.4,2.0,2,82,2,10,12,1.75,1,2,-1,-0.49,-0.13,1.4,3.9,-2.5,-1.22,-0.13,/en/players/149c5f5d/matchlogs/2018-2019/summary/Giuseppe-Pezzella-Match-Logs
515,Salvatore Pezzella,it,MF,Roma,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/37820c7f/matchlogs/2018-2019/summary/Salvatore-Pezzella-Match-Logs
516,Krzysztof Piątek,pl,FW,Milan,23,1995,18,"1,373",76,40.1,15.3,16,83,2,24,0,1.89,27,15,+12,+0.79,+0.48,18.2,17.0,+1.2,+0.08,+0.48,/en/players/17f3620a/matchlogs/2018-2019/summary/Krzysztof-Piatek-Match-Logs
